OID_,Join_Count,FloodDistM,TARGET_FID,DEVELOPMEN,LATITUDE,LONGITUDE,STATE_NAME,DFIRM_ID,VERSION_ID,FLD_AR_ID,STUDY_TYP,FLD_ZONE,ZONE_SUBTY,SFHA_TF,STATIC_BFE,V_DATUM,DEPTH,LEN_UNIT,VELOCITY,VEL_UNIT,AR_REVERT,AR_SUBTRV,BFE_REVERT,DEP_REVERT,DUAL_ZONE,SOURCE_CIT,GFID,Shape_Leng,Shape_Area,FldZone_YN,TRACT_2010,TRACT_2020,BLOCK_2010,BLOCK_2020
19120,1,1436.636443,19120,NC006000017,35.93914,-80.031014,NC,37057C,1.1.1.0,37057C_13926,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37057C_STUDY4,20110906LOMR,0.432341837,0.000142416,No,37081014000.0,37081014000.0,370810140002041.0,370810140002041.0
19121,1,5801.601993,19121,NC006000019,35.985984,-79.979652,NC,37057C,1.1.1.0,37057C_4375,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37057C_STUDY4,20110906LOMR,0.006260374,1.14799e-06,No,37081014411.0,37081014411.0,370810144114001.0,370810144114001.0
19122,1,7432.227101,19122,NC006000021,35.9349,-79.9633,NC,37057C,1.1.1.0,37057C_13926,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37057C_STUDY4,20110906LOMR,0.432341837,0.000142416,No,37081014502.0,37081014502.0,370810145021015.0,370810145021015.0
19123,1,5737.579141,19123,NC006000022,35.952035,-79.981578,NC,37057C,1.1.1.0,37057C_8591,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37057C_STUDY4,20110906LOMR,0.0634725,6.56974e-06,No,37081014200.0,37081014200.0,370810142001008.0,370810142001008.0
19124,1,18244.92028,19124,NC007000001,35.588845,-82.559412,NC,37115C,1.1.1.0,37115C_11141,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37115C_STUDY4,20110808LOMR,0.250624388,2.70132e-05,No,37021000900.0,37021000900.0,370210009002007.0,370210009002007.0
19125,1,17996.14289,19125,NC007000002,35.5949,-82.5532,NC,37115C,1.1.1.0,37115C_11141,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37115C_STUDY4,20110808LOMR,0.250624388,2.70132e-05,No,37021000100.0,37021000100.0,370210001001008.0,370210001001008.0
19126,1,17063.42942,19126,NC007000003,35.568677,-82.580901,NC,37087C,1.1.1.0,37087C_3527,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37087C_STUDY4,a780a365-ab92-460c-a795-59775fe089ee,0.003872229,2.7269e-07,No,37021001000.0,37021001000.0,370210010002044.0,370210010002044.0
19127,1,15508.63655,19127,NC007000004,35.610672,-82.57348,NC,37115C,1.1.1.0,37115C_11141,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37115C_STUDY4,20110808LOMR,0.250624388,2.70132e-05,No,37021000300.0,37021000300.0,370210003001002.0,370210003001002.0
19128,1,31774.93657,19128,NC008000001,35.398572,-80.573418,NC,37071C,1.1.1.0,37071C_23,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37071C_STUDY4,ec50fe68-6737-4492-a41a-5285d280c88b,2.972186544,0.001652927,No,37025042101.0,37025042101.0,370250421012003.0,370250421012003.0
19129,1,17820.65537,19129,NC009000001,35.05528,-78.869012,NC,37093C,1.1.1.0,37093C_39,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37093C_STUDY4,20140703,0.004950084,3.3561e-07,No,37051000200.0,37051000200.0,370510002001003.0,370510002001003.0
19130,1,18019.17132,19130,NC009000003,35.043168,-78.860931,NC,37093C,1.1.1.0,37093C_39,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37093C_STUDY4,20140703,0.004950084,3.3561e-07,No,37051000200.0,37051000200.0,370510002002001.0,370510002002001.0
19131,1,10974.05879,19131,NC009000005,34.998205,-78.921585,NC,37093C,1.1.1.0,37093C_24,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37093C_STUDY4,20140703,0.001097873,2.433e-08,No,37051001603.0,37051001603.0,370510016032011.0,370510016032011.0
19132,1,141277.3406,19132,NC010000001,34.727219,-76.73414,NC,37195C,1.1.1.0,37195C_568,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37195C_STUDY5,fe61f25b-f39e-4f3a-bc7e-561afb0f19ee,0.000269139,3.65e-09,No,37031970402.0,37031970402.0,370319704021006.0,370319704021006.0
19133,1,63940.17647,19133,NC010000002,35.004328,-78.330388,NC,37093C,1.1.1.0,37093C_24,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37093C_STUDY4,20140703,0.001097873,2.433e-08,No,37163970600.0,37163970600.0,371639706004011.0,371639706004011.0
19134,1,63608.35654,19134,NC010000003,34.999465,-78.333674,NC,37093C,1.1.1.0,37093C_24,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37093C_STUDY4,20140703,0.001097873,2.433e-08,No,37163970600.0,37163970600.0,371639706003002.0,371639706003002.0
19135,1,65453.59275,19135,NC010000004,34.998656,-78.313195,NC,37093C,1.1.1.0,37093C_24,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37093C_STUDY4,20140703,0.001097873,2.433e-08,No,37163970702.0,37163970702.0,371639707023001.0,371639707023001.0
19136,1,118983.7422,19136,NC010000005,34.877446,-76.897135,NC,37195C,1.1.1.0,37195C_568,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37195C_STUDY5,fe61f25b-f39e-4f3a-bc7e-561afb0f19ee,0.000269139,3.65e-09,No,37049961302.0,37049961302.0,370499613023012.0,370499613023012.0
19137,1,29281.70414,19137,NC010000006,35.352692,-77.984719,NC,37195C,1.1.1.0,37195C_568,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37195C_STUDY5,fe61f25b-f39e-4f3a-bc7e-561afb0f19ee,0.000269139,3.65e-09,No,37191001402.0,37191001402.0,371910014022006.0,371910014022006.0
19138,1,29091.84325,19138,NC010000007,35.354813,-77.98569,NC,37195C,1.1.1.0,37195C_568,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37195C_STUDY5,fe61f25b-f39e-4f3a-bc7e-561afb0f19ee,0.000269139,3.65e-09,No,37191001402.0,37191001402.0,371910014022005.0,371910014022005.0
19139,1,99900.91843,19139,NC010000009,34.780063,-77.421548,NC,37195C,1.1.1.0,37195C_568,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37195C_STUDY5,fe61f25b-f39e-4f3a-bc7e-561afb0f19ee,0.000269139,3.65e-09,No,37133001500.0,37133001500.0,371330015001003.0,371330015001003.0
19140,1,141611.1262,19140,NC010000010,34.725581,-76.730982,NC,37195C,1.1.1.0,37195C_568,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37195C_STUDY5,fe61f25b-f39e-4f3a-bc7e-561afb0f19ee,0.000269139,3.65e-09,No,37031970402.0,37031970402.0,370319704021006.0,370319704021006.0
19141,1,22741.23891,19141,NC011003015,36.024,-79.7912,NC,37057C,1.1.1.0,37057C_12676,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37057C_STUDY4,20110906LOMR,0.045074829,5.60502e-06,No,37081012804.0,37081012804.0,370810128041014.0,370810128041014.0
19142,1,21625.95469,19142,NC011005020,36.055822,-79.795969,NC,37157C,1.1.1.0,37157C_295,NP,AE,FLOODWAY,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37157C_STUDY4,20140707,0.016289022,5.93327e-06,No,37081011400.0,37081011400.0,370810114001010.0,370810114001010.0
19143,1,22741.23891,19143,NC011006025,36.024,-79.7912,NC,37057C,1.1.1.0,37057C_12676,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37057C_STUDY4,20110906LOMR,0.045074829,5.60502e-06,No,37081012804.0,37081012804.0,370810128041014.0,370810128041014.0
19144,1,16771.54123,19144,NC011007030,36.099931,-79.74865,NC,37157C,1.1.1.0,37157C_174,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37157C_STUDY4,20140707,1.969218176,0.001220115,No,37081012705.0,37081012705.0,370810127051026.0,370810127051026.0
19145,1,16170.90449,19145,NC011008035,36.104071,-79.780754,NC,37157C,1.1.1.0,37157C_174,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37157C_STUDY4,20140707,1.969218176,0.001220115,No,37081010200.0,37081010200.0,370810102002014.0,370810102002014.0
19146,1,20269.24254,19146,NC011009040,36.067832,-79.792501,NC,37157C,1.1.1.0,37157C_295,NP,AE,FLOODWAY,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37157C_STUDY4,20140707,0.016289022,5.93327e-06,No,37081010800.0,37081010800.0,370810108003045.0,370810108003045.0
19147,1,15922.86748,19147,NC011010045,36.1062,-79.776,NC,37157C,1.1.1.0,37157C_174,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37157C_STUDY4,20140707,1.969218176,0.001220115,No,37081010200.0,37081010200.0,370810102003005.0,370810102003005.0
19148,1,16034.55764,19148,NC011012050,36.03566,-79.870395,NC,37057C,1.1.1.0,37057C_12676,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37057C_STUDY4,20110906LOMR,0.045074829,5.60502e-06,No,37081012617.0,37081012617.0,370810126171015.0,370810126171015.0
19149,1,17788.54757,19149,NC011013060,36.044031,-79.852951,NC,37057C,1.1.1.0,37057C_12676,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37057C_STUDY4,20110906LOMR,0.045074829,5.60502e-06,No,37081012608.0,37081012608.0,370810126081003.0,370810126081003.0
19150,1,15486.02727,19150,NC011015065,36.110094,-79.774059,NC,37157C,1.1.1.0,37157C_174,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37157C_STUDY4,20140707,1.969218176,0.001220115,No,37081010200.0,37081010200.0,370810102001014.0,370810102001014.0
19151,1,14109.23321,19151,NC011016070,36.124659,-79.843911,NC,37157C,1.1.1.0,37157C_281,NP,AE,FLOODWAY,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37157C_STUDY4,20140707,0.092781802,5.15069e-05,No,37081015705.0,37081015705.0,370810157053016.0,370810157053016.0
19152,1,20078.07107,19152,NC011030095,36.069686,-79.75591,NC,37157C,1.1.1.0,37157C_174,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37157C_STUDY4,20140707,1.969218176,0.001220115,No,37081011101.0,37081011101.0,370810111014006.0,370810111014006.0
19153,1,14510.51229,19153,NC011031110,36.120689,-79.744125,NC,37157C,1.1.1.0,37157C_174,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37157C_STUDY4,20140707,1.969218176,0.001220115,No,37081015402.0,37081015402.0,370810154023001.0,370810154023001.0
19154,1,20452.83703,19154,NC011033110,36.066065,-79.760652,NC,37157C,1.1.1.0,37157C_174,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37157C_STUDY4,20140707,1.969218176,0.001220115,No,37081011101.0,37081011101.0,370810111012015.0,370810111012015.0
19155,1,19096.9782,19155,NC011034115,36.0779,-79.7691,NC,37157C,1.1.1.0,37157C_174,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37157C_STUDY4,20140707,1.969218176,0.001220115,No,37081011000.0,37081011000.0,370810110002004.0,370810110002004.0
19156,1,14550.41028,19156,NC011035120,36.12033,-79.744118,NC,37157C,1.1.1.0,37157C_174,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37157C_STUDY4,20140707,1.969218176,0.001220115,No,37081015402.0,37081015402.0,370810154023001.0,370810154023001.0
19157,1,17570.63762,19157,NC011036125,36.0441,-79.855525,NC,37057C,1.1.1.0,37057C_12676,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37057C_STUDY4,20110906LOMR,0.045074829,5.60502e-06,No,37081012608.0,37081012608.0,370810126081006.0,370810126081006.0
19158,1,20298.8919,19158,NC011037130,36.027763,-79.8195,NC,37057C,1.1.1.0,37057C_12676,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37057C_STUDY4,20110906LOMR,0.045074829,5.60502e-06,No,37081012611.0,37081012611.0,370810126111008.0,370810126111008.0
19159,1,13634.49029,19159,NC012000003,36.126149,-80.231195,NC,37057C,1.1.1.0,37057C_16982,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37057C_STUDY4,20110906LOMR,1.641380693,0.000514619,No,37067001602.0,37067001602.0,370670016021010.0,370670016021010.0
19160,1,12497.46483,19160,NC012000006,36.11387,-80.230843,NC,37057C,1.1.1.0,37057C_16982,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37057C_STUDY4,20110906LOMR,1.641380693,0.000514619,No,37067000500.0,37067000500.0,370670005002011.0,370670005002011.0
19161,1,12656.8144,19161,NC012000009,36.100791,-80.251309,NC,37057C,1.1.1.0,37057C_16982,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37057C_STUDY4,20110906LOMR,1.641380693,0.000514619,No,37067000200.0,37067000200.0,370670002001042.0,370670002001042.0
19162,1,13245.29837,19162,NC012000030,36.111747,-80.24701,NC,37057C,1.1.1.0,37057C_16982,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37057C_STUDY4,20110906LOMR,1.641380693,0.000514619,No,37067000301.0,37067000301.0,370670003012008.0,370670003012008.0
19163,1,13690.96096,19163,NC012000032,36.116611,-80.247714,NC,37057C,1.1.1.0,37057C_16982,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37057C_STUDY4,20110906LOMR,1.641380693,0.000514619,No,37067000400.0,37067000400.0,370670004003020.0,370670004003020.0
19164,1,10012.8727,19164,NC012000034,36.07972,-80.236575,NC,37057C,1.1.1.0,37057C_16982,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37057C_STUDY4,20110906LOMR,1.641380693,0.000514619,No,37067000802.0,37067000802.0,370670008022010.0,370670008022010.0
19165,1,38743.50958,19165,NC013000001,35.9781,-78.8845,NC,37033C,1.1.1.0,37033C_757,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37033C_STUDY4,84bd0174-41ee-466e-9472-7a368d462886,0.065655611,1.35369e-05,No,37063001400.0,37063001400.0,370630014002017.0,370630014002017.0
19166,1,37228.1675,19166,NC013000003,35.997146,-78.882683,NC,37033C,1.1.1.0,37033C_757,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37033C_STUDY4,84bd0174-41ee-466e-9472-7a368d462886,0.065655611,1.35369e-05,No,37063000900.0,37063000900.0,370630009001006.0,370630009001006.0
19167,1,36963.7441,19167,NC013000004,35.991897,-78.894848,NC,37033C,1.1.1.0,37033C_757,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37033C_STUDY4,84bd0174-41ee-466e-9472-7a368d462886,0.065655611,1.35369e-05,No,37063001100.0,37063001100.0,370630011003019.0,370630011003019.0
19168,1,36877.33531,19168,NC013000006,35.993033,-78.894653,NC,37033C,1.1.1.0,37033C_757,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37033C_STUDY4,84bd0174-41ee-466e-9472-7a368d462886,0.065655611,1.35369e-05,No,37063001100.0,37063001100.0,370630011003019.0,370630011003019.0
19169,1,35449.45114,19169,NC013000007,36.024397,-78.875739,NC,37033C,1.1.1.0,37033C_757,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37033C_STUDY4,84bd0174-41ee-466e-9472-7a368d462886,0.065655611,1.35369e-05,No,37063000101.0,37063000101.0,370630001012011.0,370630001012011.0
19170,1,39571.05758,19170,NC013000008,35.978672,-78.869305,NC,37033C,1.1.1.0,37033C_757,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37033C_STUDY4,84bd0174-41ee-466e-9472-7a368d462886,0.065655611,1.35369e-05,No,37063001001.0,37063001001.0,370630010012037.0,370630010012037.0
19171,1,36224.50133,19171,NC013000009,35.991411,-78.908672,NC,37033C,1.1.1.0,37033C_757,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37033C_STUDY4,84bd0174-41ee-466e-9472-7a368d462886,0.065655611,1.35369e-05,No,37063000700.0,37063000700.0,370630007001033.0,370630007001033.0
19172,1,32569.76566,19172,NC013000010,36.004411,-78.954915,NC,37033C,1.1.1.0,37033C_757,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37033C_STUDY4,84bd0174-41ee-466e-9472-7a368d462886,0.065655611,1.35369e-05,No,37063001504.0,37063001504.0,370630015041001.0,370630015041001.0
19173,1,33597.73928,19173,NC013000012,36.039502,-78.886301,NC,37033C,1.1.1.0,37033C_757,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37033C_STUDY4,84bd0174-41ee-466e-9472-7a368d462886,0.065655611,1.35369e-05,No,37063001709.0,37063001709.0,370630017096018.0,370630017096018.0
19174,1,40664.60297,19174,NC013000013,35.982992,-78.845202,NC,37033C,1.1.1.0,37033C_757,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37033C_STUDY4,84bd0174-41ee-466e-9472-7a368d462886,0.065655611,1.35369e-05,No,37063001802.0,37063001802.0,370630018023009.0,370630018023009.0
19175,1,37406.80293,19175,NC013000016,35.98929,-78.891025,NC,37033C,1.1.1.0,37033C_757,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37033C_STUDY4,84bd0174-41ee-466e-9472-7a368d462886,0.065655611,1.35369e-05,No,37063001100.0,37063001100.0,370630011001006.0,370630011001006.0
19176,1,34663.82061,19176,NC013000019,36.031078,-78.879874,NC,37033C,1.1.1.0,37033C_757,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37033C_STUDY4,84bd0174-41ee-466e-9472-7a368d462886,0.065655611,1.35369e-05,No,37063000101.0,37063000101.0,370630001012008.0,370630001012008.0
19177,1,37234.37448,19177,NC013000029,35.990377,-78.892404,NC,37033C,1.1.1.0,37033C_757,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37033C_STUDY4,84bd0174-41ee-466e-9472-7a368d462886,0.065655611,1.35369e-05,No,37063001100.0,37063001100.0,370630011003022.0,370630011003022.0
19178,1,28267.12232,19178,NC014000001,34.622599,-79.020489,NC,37093C,1.1.1.0,37093C_8,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37093C_STUDY4,20140703,0.523273844,0.000631175,No,37155960801.0,37155960801.0,371559608012000.0,371559608012000.0
19179,1,29006.74127,19179,NC014000002,34.617069,-79.01603,NC,37093C,1.1.1.0,37093C_8,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37093C_STUDY4,20140703,0.523273844,0.000631175,No,37155960801.0,37155960801.0,371559608014006.0,371559608014006.0
19180,1,30143.53576,19180,NC014000004,34.601779,-79.022604,NC,37093C,1.1.1.0,37093C_8,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37093C_STUDY4,20140703,0.523273844,0.000631175,No,37155960802.0,37155960802.0,371559608021037.0,371559608021037.0
19181,1,28958.44717,19181,NC014000005,34.617755,-79.015713,NC,37093C,1.1.1.0,37093C_8,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37093C_STUDY4,20140703,0.523273844,0.000631175,No,37155960801.0,37155960801.0,371559608014000.0,371559608014000.0
19182,1,28605.60197,19182,NC014000006,34.641583,-78.983609,NC,37093C,1.1.1.0,37093C_8,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37093C_STUDY4,20140703,0.523273844,0.000631175,No,37155961302.0,37155961302.0,371559613022018.0,371559613022018.0
19183,1,28544.32161,19183,NC015000100,35.3706,-78.0143,NC,37195C,1.1.1.0,37195C_568,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37195C_STUDY5,fe61f25b-f39e-4f3a-bc7e-561afb0f19ee,0.000269139,3.65e-09,No,37191002000.0,37191002000.0,371910020001084.0,371910020001084.0
19184,1,25556.84076,19184,NC015000300,35.38878,-77.984872,NC,37195C,1.1.1.0,37195C_568,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37195C_STUDY5,fe61f25b-f39e-4f3a-bc7e-561afb0f19ee,0.000269139,3.65e-09,No,37191001800.0,37191001800.0,371910018002031.0,371910018002031.0
19185,1,26397.19212,19185,NC015000400,35.388466,-78.005311,NC,37195C,1.1.1.0,37195C_568,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37195C_STUDY5,fe61f25b-f39e-4f3a-bc7e-561afb0f19ee,0.000269139,3.65e-09,No,37191001800.0,37191001800.0,371910018001037.0,371910018001037.0
19186,1,7619.972409,19186,NC016000005,35.673887,-80.491735,NC,37057C,1.1.1.0,37057C_12743,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37057C_STUDY4,20110906LOMR,10.21668622,0.00794946,No,37159050400.0,37159050400.0,371590504002008.0,371590504002008.0
19187,1,8998.017563,19187,NC016000006,35.6564,-80.477,NC,37057C,1.1.1.0,37057C_12743,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37057C_STUDY4,20110906LOMR,10.21668622,0.00794946,No,37159050202.0,37159050202.0,371590502021013.0,371590502021013.0
19188,1,7354.877737,19188,NC016000007,35.664808,-80.454023,NC,37057C,1.1.1.0,37057C_12743,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37057C_STUDY4,20110906LOMR,10.21668622,0.00794946,No,37159050201.0,37159050201.0,371590502011006.0,371590502011006.0
19189,1,7587.862754,19189,NC016000008,35.662968,-80.455247,NC,37057C,1.1.1.0,37057C_12743,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37057C_STUDY4,20110906LOMR,10.21668622,0.00794946,No,37159050201.0,37159050201.0,371590502011006.0,371590502011006.0
19190,1,7683.736151,19190,NC016000010,35.667,-80.4691,NC,37057C,1.1.1.0,37057C_12743,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37057C_STUDY4,20110906LOMR,10.21668622,0.00794946,No,37159052000.0,37159052000.0,371590520001022.0,371590520001022.0
19191,1,16316.38397,19191,NC017000001,35.8982,-77.5799,NC,37083C,1.1.1.0,37083C_37083C_805,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37083C_37083C_STUDY6,20150611,1.221901157,0.001715148,No,37065021200.0,37065021200.0,370650212004010.0,370650212004010.0
19192,1,11365.79469,19192,NC018000001,34.784739,-79.455492,NC,37093C,1.1.1.0,37093C_121,NP,AE,FLOODWAY,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37093C_STUDY5,20140703,0.421051125,0.00020063,No,37165010200.0,37165010200.0,371650102001018.0,371650102001018.0
19193,1,9993.673817,19193,NC018000002,34.757233,-79.465979,NC,45069C,1.1.1.0,45069C_1477,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,45069C_STUDY1,20110616fix2,0.042396818,8.56066e-06,No,37165010102.0,37165010102.0,371650101022032.0,371650101022032.0
19194,1,794.4143941,19194,NC019000001,35.928498,-77.813556,NC,37127C,1.1.1.0,37127C_327,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37127C_STUDY6,20140703,0.064453289,1.39917e-05,No,37127010200.0,37127010200.0,371270102002005.0,371270102002005.0
19195,1,1060.498955,19195,NC019000002,35.939119,-77.794996,NC,37127C,1.1.1.0,37127C_264,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37127C_STUDY6,20140703,0.2617968,0.000161108,No,37065020300.0,37065020300.0,370650203001035.0,370650203001035.0
19196,1,1537.830589,19196,NC019000005,35.9509,-77.7736,NC,37127C,1.1.1.0,37127C_264,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37127C_STUDY6,20140703,0.2617968,0.000161108,No,37065020400.0,37065020400.0,370650204003009.0,370650204003009.0
19197,1,2020.839591,19197,NC019000006,35.929375,-77.788572,NC,37127C,1.1.1.0,37127C_345,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37127C_STUDY6,20140703,0.013992397,3.62416e-06,No,37065020200.0,37065020200.0,370650202004007.0,370650202004007.0
19198,1,1612.296902,19198,NC020000001,35.724111,-77.929002,NC,37195C,1.1.1.0,37195C_434,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37195C_STUDY5,fe61f25b-f39e-4f3a-bc7e-561afb0f19ee,0.2957072,0.000202257,No,37195000401.0,37195000401.0,371950004012020.0,371950004012020.0
19199,1,27591.39624,19199,NC021000003,35.979069,-78.500906,NC,37127C,1.1.1.0,37127C_339,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37127C_STUDY5,20140703,0.002032643,1.282e-07,No,37183054224.0,37183054224.0,371830542242007.0,371830542242007.0
19200,1,43326.42777,19200,NC022000010,35.628654,-77.375198,NC,37083C,1.1.1.0,37083C_37083C_688,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37083C_37083C_STUDY4,20150611,1.45060616,0.001878023,No,37147000800.0,37147000800.0,371470008002052.0,371470008002052.0
19201,1,43443.98588,19201,NC022000012,35.603015,-77.381639,NC,37195C,1.1.1.0,37195C_535,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37195C_STUDY5,fe61f25b-f39e-4f3a-bc7e-561afb0f19ee,0.003716429,1.3464e-07,No,37147000702.0,37147000702.0,371470007023036.0,371470007023036.0
19202,1,12313.49847,19202,NC024000001,35.580901,-80.796877,NC,37035C,1.1.1.0,37035C_43471,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,37035C_STUDY4,2ee8eda4-7906-46c4-824d-1e8166791ae3,3.829412026,0.003127816,No,37097061502.0,37097061502.0,370970615021035.0,370970615021035.0
19203,1,29029.6497,19203,NC026000001,36.296554,-76.237173,NC,510034,1.1.1.0,510034_2287,NP,AE, ,T,3.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,510034_STUDY3,20141210,2.369788755,0.003067941,No,37139960400.0,37139960400.0,371399604004017.0,371399604004017.0
