OID_,INSPECTION,DEVELOPMEN,DEVELOPM_1,ADDRESS,CITY,CBSA_NAME,CBSA_CODE,COUNTY_NAM,COUNTY_COD,STATE_NAME,STATE_CODE,ZIPCODE,LATITUDE,LONGITUDE,LOCATION_Q,PHA_CODE,PHA_NAME,INSPECTI_1,INSPECTI_2,NEAR_FID,NEAR_DIST
4622,608469,PA032000001,BEAVER PLACE,54 Kelly St,Danville,"Bloomsburg-Berwick, PA Metropolitan Statistical Area",14100,Montour,93,PA,42,17821,40.966186999999998,-76.619467000000000,R,PA032,The Housing Authority of Montour County,93,12/12/2017 0:00:00,561903,0.000520137047388
4623,608453,NY081000001,IVY TERRACE,127 Ivy Ter,Tupper Lake,"Malone, NY Micropolitan Statistical Area",31660,Franklin,33,NY,36,12986,44.228594999999999,-74.456745999999995,R,NY081,Tupper Lake Housing Authority,95,11/20/2017 0:00:00,21960,0.608229296262000
4624,608450,NY018000103,Hortense Sterns Apartments,Cornelia Street,Plattsburgh,"Plattsburgh, NY Micropolitan Statistical Area",38460,Clinton,19,NY,36,12901,44.693800000000003,-73.456900000000005,T,NY018,Plattsburgh Housing Authority,98,11/29/2017 0:00:00,22036,0.002329863260080
4625,608448,NY031000001,Laurel/Grasmere/Meadow View/Victory,9 Laurel Ave,Massena,"Ogdensburg-Massena, NY Micropolitan Statistical Area",36300,St. Lawrence,89,NY,36,13662,44.928229000000002,-74.890952999999996,R,NY031,Massena Housing Authority,81,10/24/2017 0:00:00,21960,1.061707312010000
4626,608442,NY018000102,LAKEVIEW TOWERS,34 Flynn Ave,Plattsburgh,"Plattsburgh, NY Micropolitan Statistical Area",38460,Clinton,19,NY,36,12901,44.680691000000003,-73.458400999999995,R,NY018,Plattsburgh Housing Authority,99,11/30/2017 0:00:00,21510,0.005033232638630
4627,608405,NC040000001,PROJECT UNNAMED,1606 Dail St Apt,Smithfield,"Raleigh-Cary, NC Metropolitan Statistical Area",39580,Johnston,101,NC,37,27577,35.513562000000000,-78.323359999999994,4,NC040,Smithfield Housing Authority,96,11/16/2017 0:00:00,544254,0.005496585676650
4628,608376,AZ003000001,GLENDALE HOMES,5320 W Maryland Ave Apt 5,Glendale,"Phoenix-Mesa-Chandler, AZ Metropolitan Statistical Area",38060,Maricopa,13,AZ,4,85301,33.531443000000003,-112.173254000000000,R,AZ003,City of Glendale Housing Authority,89,1/11/2018 0:00:00,721240,0.049316647018500
4629,608362,AL140000001,CHEROKEE COURT,124 Sherry Dr,Centre, ,99999,Cherokee,19,AL,1,35960,34.140988999999998,-85.657154000000006,R,AL140,"Housing Authority of the City of Centre, Al",87,1/10/2018 0:00:00,87693,0.023983703574600
4630,608361,AL150000010,NORFIELD,100A Kemp St,Clanton,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Chilton,21,AL,1,35045,32.852595999999998,-86.632012000000003,4,AL150,Housing Authority of the City of Clanton,95,9/25/2017 0:00:00,43,0.002659273552520
4631,608360,AL139000001,ROEBUCK MANOR,620 Church Ave SE,Jacksonville,"Anniston-Oxford, AL Metropolitan Statistical Area",11500,Calhoun,15,AL,1,36265,33.808607000000002,-85.759681999999998,R,AL139,HA JACKSONVILLE,98,1/8/2018 0:00:00,349190,0.003386073809280
4632,608295,IL072000001,LINCOLN CT./TUNISON APTS.,325 N Carr St Apt 7,White Hall, ,99999,Greene,61,IL,17,62092,39.440026000000003,-90.409814999999995,R,IL072,Housing Authority of Greene County,83,10/24/2017 0:00:00,5498,0.115490653814000
4633,607995,WV042000001,BLACK DIAMOND ARBORS,824 Lick Creek Rd Apt 111,Danville,"Charleston, WV Metropolitan Statistical Area",16620,Boone,5,WV,54,25053,38.084498000000004,-81.858834000000002,R,WV042,Housing Authority of Boone County,100,1/16/2018 0:00:00,41374,0.003187811953170
4634,607993,WI026000001,GREEN VISTA,310 E Pine St Apt 3,Abbotsford, ,99999,Clark,19,WI,55,54405,44.953161999999999,-90.319123000000005,R,WI026,Abbotsford Housing Authority,84,10/19/2017 0:00:00,49180,0.206395557434000
4635,607990,WI076000001,JOHNSON ARMS & SCAT SITES,201 N Water St Apt 111,Watertown,"Watertown-Fort Atkinson, WI Micropolitan Statistical Area",48020,Jefferson,55,WI,55,53094,43.195669000000002,-88.725696999999997,R,WI076,Watertown Housing Authority,77,10/12/2017 0:00:00,253772,0.000643895529085
4636,607989,VA011000208,MORNINGSIDE MANOR,1020 13th St SE,Roanoke,"Roanoke, VA Metropolitan Statistical Area",40220,Roanoke City,770,VA,51,24013,37.269460000000002,-79.920894000000004,R,VA011,Roanoke Redevelopment & Housing Authority,91,11/17/2017 0:00:00,407741,0.002537494314830
4637,607988,WI004000002,HOSFORD RICH APTS,1202 10th St E,Menomonie,"Menomonie, WI Micropolitan Statistical Area",32860,Dunn,33,WI,55,54751,44.871837999999997,-91.918056000000007,R,WI004,Menomonie Housing Authority,87,11/7/2017 0:00:00,238395,0.006619756504250
4638,607987,WV003000004,HIL-DAR,45 1/2 Bishop St,Wheeling,"Wheeling, WV-OH Metropolitan Statistical Area",48540,Ohio,69,WV,54,26003,40.077322000000002,-80.679664000000002,R,WV003,Housing Authority of the City of Wheeling,77,11/1/2017 0:00:00,44975,0.005386660239150
4639,607986,WI056000001,GOLDEN OAKS,104 3rd Ave S,Frederic, ,99999,Polk,95,WI,55,54837,45.658600000000000,-92.473781000000002,R,WI056,Frederic Housing Authority,95,10/17/2017 0:00:00,45609,0.082599958096400
4640,607985,WV008000001,Williamson HA,16 W 4th Ave,Williamson, ,99999,Mingo,59,WV,54,25661,37.676076000000002,-82.278644999999997,R,WV008,Housing Authority of the City of Williamson,89,1/30/2018 0:00:00,159966,0.002578114343600
4641,607984,WI004000001,MENOMONIE HOMES,1308 15th Ave E Apt 1,Menomonie,"Menomonie, WI Micropolitan Statistical Area",32860,Dunn,33,WI,55,54751,44.868924000000000,-91.913990999999996,R,WI004,Menomonie Housing Authority,92,11/7/2017 0:00:00,237716,0.005825841820260
4642,607983,VA011000206,MELROSE TOWERS,3038 Melrose Ave NW,Roanoke,"Roanoke, VA Metropolitan Statistical Area",40220,Roanoke City,770,VA,51,24017,37.289323000000003,-79.984932999999998,R,VA011,Roanoke Redevelopment & Housing Authority,91,11/16/2017 0:00:00,407741,0.014199782500500
4643,607982,WI072000001,SUN VALLEY MANOR,25 N 12th St Apt 111,Clintonville, ,99999,Waupaca,135,WI,55,54929,44.624056000000003,-88.761788999999993,R,WI072,Clintonville Housing Authority,93,11/1/2017 0:00:00,46584,0.000494802455412
4644,607977,TX337000001,Mount Vernon Housing Authority,200 Jackson St,Mount Vernon, ,99999,Franklin,159,TX,48,75457,33.190238999999998,-95.222620000000006,R,TX337,Housing Authority of Mount Vernon,94,12/4/2017 0:00:00,38628,0.243616283657000
4645,607976,TX378000001,Seacrest Estates,45 Seashell Blvd Apt 1012,Palacios,"Bay City, TX Micropolitan Statistical Area",13060,Matagorda,321,TX,48,77465,28.722223000000000,-96.208624000000000,R,TX378,Housing Authority of the City of Palacios,66,11/21/2017 0:00:00,263458,0.002357203945870
4646,607975,TX307000001,UNNAMED,2501 Circle Dr Apt 207,Caddo Mills,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",19100,Hunt,231,TX,48,75135,33.064618000000003,-96.225639999999999,R,TX307,Housing Authority of Caddo Mills,92,12/7/2017 0:00:00,322893,0.046995636107200
4647,607974,WI063000001,EVERGREEN PLAZA,926 Main St,Wausaukee,"Marinette, WI-MI Micropolitan Statistical Area",31940,Marinette,75,WI,55,54177,45.378956000000002,-87.954211999999998,R,WI063,Wausaukee Housing Authority,91,11/16/2017 0:00:00,11751,0.335161951487000
4648,607973,WI042000001,CROIX VIEW APTS,1015 2nd St,Hudson,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",33460,St. Croix,109,WI,55,54016,44.980899999999998,-92.757411000000005,R,WI042,Hudson Housing Authority,94,11/2/2017 0:00:00,90196,0.001881839528930
4649,607968,TX335000025,unnamed,400 Center St Apt 401,Cotulla, ,99999,La Salle,283,TX,48,78014,28.435540000000000,-99.237707000000000,R,TX335,Cotulla Housing Authority,84,11/6/2017 0:00:00,725369,0.649892720232000
4650,607967,TX279000001,First Homes,13 E Hill Ave,Eldorado, ,99999,Schleicher,413,TX,48,76936,30.861273000000001,-100.598231999999996,R,TX279,Housing Authority of Eldorado,96,10/25/2017 0:00:00,281104,0.312276153832000
4651,607963,WI030000001,REEDSVILLE MANOR,431 Madison St,Reedsville,"Manitowoc, WI Micropolitan Statistical Area",31820,Manitowoc,71,WI,55,54230,44.152303000000003,-87.956539000000006,R,WI030,Reedsville Housing Authority,91,10/27/2017 0:00:00,290459,0.077440939608000
4652,607962,TX261000001,UNNAMED,101 Creek St.,Mason, ,99999,Mason,319,TX,48,76856,30.745539999999998,-99.235360000000000,R,TX261,Housing Authority of Mason,93,11/2/2017 0:00:00,384812,0.274072787653000
4653,607957,TX352000001,CIRCLE SITE,107 Circle Dr,Livingston, ,99999,Polk,373,TX,48,77351,30.717538999999999,-94.939385000000001,R,TX352,Housing Authority of Livingston,92,11/29/2017 0:00:00,197067,0.249559270933000
4654,607956,TX270000001,UNNAMED,402 W 7th St Apt 11402,Robert Lee, ,99999,Coke,81,TX,48,76945,31.895512000000000,-100.490255000000005,R,TX270,Housing Authority of Robert Lee,97,1/31/2018 0:00:00,280960,0.271703864854000
4655,607955,TX297000001,NONE,701 Mulberry Apt 106,Flatonia, ,99999,Fayette,149,TX,48,78941,29.690435000000001,-97.100564000000006,R,TX297,Flatonia Housing Authority,86,11/16/2017 0:00:00,213143,0.189392183167000
4656,607954,TX236000001,UNNAMED,142 Avenue E,Poteet,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Atascosa,13,TX,48,78065,29.039460999999999,-98.579796999999999,R,TX236,Poteet Housing Authority,92,11/7/2017 0:00:00,279166,0.000919511985960
4657,607953,WI029000001,PARKSIDE HOMES,503 S Coleman St Apt 31,Bruce, ,99999,Rusk,107,WI,55,54819,45.453350000000000,-91.275526999999997,R,WI029,Bruce Housing Authority,99,10/18/2017 0:00:00,169854,0.050045203832800
4658,607951,TX327000001,REBECCA LANE,3001 N 6th St,Abilene,"Abilene, TX Metropolitan Statistical Area",10180,Taylor,441,TX,48,79603,32.455097000000002,-99.757870999999994,R,TX327,Housing Authority of the City of Abilene,93,1/29/2018 0:00:00,173092,0.000000000000000
4659,607950,TX348000001,UNNAMED,205 E Walnut St,Huntington,"Lufkin, TX Micropolitan Statistical Area",31260,Angelina,5,TX,48,75949,31.279982000000000,-94.573300000000003,R,TX348,Housing Authority of Huntington,94,11/29/2017 0:00:00,392117,0.117962713621000
4660,607948,TX259000001,"ANDERSON,LINDEN,RIVERVIEW",506A Farm St,Bastrop,"Austin-Round Rock-Georgetown, TX Metropolitan Statistical Area",12420,Bastrop,21,TX,48,78602,30.112670999999999,-97.321606000000003,4,TX259,Bastrop Housing Authority,97,11/9/2017 0:00:00,546217,0.000675815619633
4661,607945,TX289000001,UNNAMED,200 W Main St,Cumby,"Sulphur Springs, TX Micropolitan Statistical Area",44860,Hopkins,223,TX,48,75433,33.137701999999997,-95.842211000000006,R,TX289,Housing Authority of Cumby,92,10/16/2017 0:00:00,322883,0.109831545388000
4662,607944,TX235000010,MOODY ADDITION,101 S 3rd St,Bangs,"Brownwood, TX Micropolitan Statistical Area",15220,Brown,49,TX,48,76823,31.715091999999999,-99.130069000000006,R,TX235,Housing Authority of Bangs,98,11/1/2017 0:00:00,150341,0.104717112294000
4663,607943,TX380000001,UNNAMED,125 Cordova Dr,Rockdale, ,99999,Milam,331,TX,48,76567,30.665573999999999,-97.011718000000002,R,TX380,Housing Authority of Rockdale,85,11/17/2017 0:00:00,633586,0.241612980668000
4664,607942,TX247000001,UNNAMED,305 N Houston St,Royse City,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",19100,Rockwall,397,TX,48,75189,32.976484999999997,-96.334423999999999,R,TX247,Housing Authority of Royse City,87,12/27/2017 0:00:00,444988,0.001883655121700
4665,607941,TX316000001,BALMORHEA,619/621 6th Street,Balmorhea,"Pecos, TX Micropolitan Statistical Area",37780,Reeves,389,TX,48,79718,30.978632999999999,-103.744347000000005,4,TX316,Housing Authority of Balmorhea,97,11/17/2017 0:00:00,241193,1.242451224390000
4666,607939,TX253000001,UNNAMED,816 S Commerce St,Centerville, ,99999,Leon,289,TX,48,75833,31.253699999999998,-95.978480000000005,R,TX253,Housing Authority of the City of Centerville,93,10/13/2017 0:00:00,54927,0.005941347525380
4667,607937,TX210000001,ROSEWOOD APARTMENTS,9 Rosewood,Devine,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Medina,325,TX,48,78016,29.138704000000001,-98.900942999999998,R,TX210,Devine Housing Authority,99,11/8/2017 0:00:00,554806,0.007714453336310
4668,607934,TX232000001,Beckville,116 MADISON ST.#1,Beckville, ,99999,Panola,365,TX,48,75631,32.243158999999999,-94.457600999999997,R,TX232,Housing Authority of Beckville,93,10/19/2017 0:00:00,37977,0.092929267354300
4669,607933,TX246000001,UNNAMED,204 Hays St,Marlin,"Waco, TX Metropolitan Statistical Area",47380,Falls,145,TX,48,76661,31.305125000000000,-96.900765000000007,R,TX246,Housing Authority of Marlin,81,11/13/2017 0:00:00,553734,0.211868921049000
4670,607929,TX251000001,THE TREES,503 E Main St,Brady, ,99999,McCulloch,307,TX,48,76825,31.135663999999998,-99.331356000000000,R,TX251,Housing Authority of Brady,89,10/23/2017 0:00:00,384812,0.564518655316000
4671,607928,TX264000001,STONEHAVEN,1701 Hart St,Georgetown,"Austin-Round Rock-Georgetown, TX Metropolitan Statistical Area",12420,Williamson,491,TX,48,78626,30.629158000000000,-97.680711000000002,R,TX264,Georgetown Housing Authority,91,12/18/2017 0:00:00,633021,0.004365103668980
4672,607927,TX243000001,SENIOR CITIZENS APTS.,701 W Jackson St Apt 17,Stockdale,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Wilson,493,TX,48,78160,29.235204000000000,-97.965463000000000,R,TX243,Stockdale Housing Authority,97,11/14/2017 0:00:00,177216,0.000437522531964
4673,607925,TX177000002,Mesa Vista Apartments,1301 S Salinas St Apt 211,Donna,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",32580,Hidalgo,215,TX,48,78537,26.154959000000002,-98.045682999999997,R,TX177,Donna Housing Authority,84,10/26/2017 0:00:00,145142,0.327861334055000
4674,607924,TX207000001,COLLEGE HEIGHTS,501 W Davis St Apt 59A,Clarksville, ,99999,Red River,387,TX,48,75426,33.606715000000001,-95.052176000000003,R,TX207,Housing Authority of the City of Clarksville,93,10/20/2017 0:00:00,29640,0.353136633517000
4675,607923,TX122000001,Sloss C,301 E 3rd St,Omaha, ,99999,Morris,343,TX,48,75571,33.183436999999998,-94.741276999999997,R,TX122,Housing Authority of Omaha,95,12/20/2017 0:00:00,38385,0.211602964473000
4676,607921,TX037000007,Sikes Road / Willow Bend,4020 Sikes Rd Apt 721,Orange,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",13140,Orange,361,TX,48,77632,30.124738000000001,-93.785669999999996,R,TX037,Housing Authority City of Orange,88,11/13/2017 0:00:00,394125,0.004393307928870
4677,607919,TX250000001,UNNAMED,100 W Sheppard St,Detroit, ,99999,Red River,387,TX,48,75436,33.655600000000000,-95.273099999999999,B,TX250,Housing Authority of Detroit,95,12/21/2017 0:00:00,279796,0.228113424035000
4678,607918,TX026000001,EASTWOOD HOMES,17 Tower Ln,Denison,"Sherman-Denison, TX Metropolitan Statistical Area",43300,Grayson,181,TX,48,75020,33.767107000000003,-96.546702999999994,R,TX026,Housing Authority of Denison,92,12/6/2017 0:00:00,569976,0.031529021095200
4679,607915,TX177000001,Development 1,313 S 8th St,Donna,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",32580,Hidalgo,215,TX,48,78537,26.167902000000002,-98.056123999999997,R,TX177,Donna Housing Authority,66,10/26/2017 0:00:00,145142,0.337196496335000
4680,607914,TX202000001,UNNAMED,203 Pacific,Edcouch,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",32580,Hidalgo,215,TX,48,78538,26.342800000000000,-98.006900000000002,B,TX202,Edcouch Housing Authority,75,10/24/2017 0:00:00,145142,0.325956308080000
4681,607912,TX218000001,UNNAMED,606 N Guadalupe St,Whitney, ,99999,Hill,217,TX,48,76692,31.954552000000000,-97.324454000000003,R,TX218,Housing Authority of Whitney,99,12/1/2017 0:00:00,209158,0.004545026823020
4682,607908,TX025000001,KENNETH LAKE,100 Cornejo Dr Apt 25,San Benito,"Brownsville-Harlingen, TX Metropolitan Statistical Area",15180,Cameron,61,TX,48,78586,26.125810000000001,-97.614965999999995,R,TX025,San Benito Housing Authority,90,10/23/2017 0:00:00,145248,0.063285932821400
4683,607906,TX145000001,Talco Housing Authority,300 E Wilson St,Talco,"Mount Pleasant, TX Micropolitan Statistical Area",34420,Titus,449,TX,48,75487,33.363106000000002,-95.101067999999998,R,TX145,Housing Authority of Talco,98,1/5/2018 0:00:00,38628,0.235396647937000
4684,607905,TX116000001,UNNAMED,1308 Avenue E,Moody,"Waco, TX Metropolitan Statistical Area",47380,McLennan,309,TX,48,76557,31.302358999999999,-97.364011000000005,R,TX116,Housing Authority of City  of Moody,96,10/18/2017 0:00:00,553543,0.056301833842300
4685,607904,TX010000001,KATE ROSS ANNEX,934 S 12th St,Waco,"Waco, TX Metropolitan Statistical Area",47380,McLennan,309,TX,48,76706,31.544792000000001,-97.130166000000003,R,TX010,Housing Authority of the City of Waco,73,1/25/2018 0:00:00,553686,0.000220634634687
4686,607903,TX200000001,Marchel`s Manor,205 8th St,Aspermont, ,99999,Stonewall,433,TX,48,79502,33.136982000000003,-100.229398000000003,R,TX200,Housing Authority of Aspermont,78,9/29/2017 0:00:00,38926,0.754275906187000
4687,607902,TX033000001,Northwest/Eastside Apartments,1360 N 13th St,Corsicana,"Corsicana, TX Micropolitan Statistical Area",18620,Navarro,349,TX,48,75110,32.105134999999997,-96.473686999999998,R,TX033,Housing Authority of Corsicana,78,11/7/2017 0:00:00,428322,0.003009997276950
4688,607901,TX049000001,PITTSBURG HA,310 Broach St Apt 101,Pittsburg,"Mount Pleasant, TX Micropolitan Statistical Area",34420,Camp,63,TX,48,75686,33.004533000000002,-94.977824999999996,R,TX049,Housing Authority of Pittsburg,93,12/5/2017 0:00:00,38882,0.138810684643000
4689,607897,TX018000025,Park Meadows,2627 Oak Dr Apt 611,Lubbock,"Lubbock, TX Metropolitan Statistical Area",31180,Lubbock,303,TX,48,79404,33.568604999999998,-101.819685000000007,R,TX018,Housing Authority of Lubbock,43,10/11/2017 0:00:00,460559,0.002086200080870
4690,607895,TX074000001,"JANCA,WADE,GUTIERREZ",250 E Houston St Apt 3,Luling,"Austin-Round Rock-Georgetown, TX Metropolitan Statistical Area",12420,Caldwell,55,TX,48,78648,29.676974000000001,-97.653921999999994,R,TX074,Luling Housing Authority,90,11/16/2017 0:00:00,559807,0.005213310982620
4691,607893,TX045000001,UNNAMED,703A 27th St,Canyon,"Amarillo, TX Metropolitan Statistical Area",11100,Randall,381,TX,48,79015,34.975943000000001,-101.912080000000003,4,TX045,Housing Authority of Canyon,89,10/10/2017 0:00:00,544152,0.004532301582380
4692,607891,TX030000002,AL/RAT/ WB ELD,511 W Avenue V,Temple,"Killeen-Temple, TX Metropolitan Statistical Area",28660,Bell,27,TX,48,76504,31.076231000000000,-97.353826999999995,R,TX030,Housing Authority of Temple,91,11/15/2017 0:00:00,630980,0.001054908458880
4693,607880,TX029000001,BB/LV/SJ/TAY/QC,1001 S Vermont Ave,Mercedes,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",32580,Hidalgo,215,TX,48,78570,26.141988999999999,-97.920607000000004,R,TX029,Mercedes Housing Authority,72,10/25/2017 0:00:00,145142,0.206420909205000
4694,607876,TN061000001,Sunset Hills,220 Jim Hartsook Dr Apt A-1,Lenoir City,"Knoxville, TN Metropolitan Statistical Area",28940,Loudon,105,TN,47,37771,35.804433000000003,-84.283261999999993,R,TN061,Lenoir City Housing Authority,95,11/6/2017 0:00:00,35213,0.005672304024600
4695,607875,TN011000004,VICTORIA PLACE,160 Victoria Pl,Pulaski, ,99999,Giles,55,TN,47,38478,35.205260000000003,-87.023853000000003,R,TN011,Pulaski Housing Authority,100,9/25/2017 0:00:00,127237,0.002078435999390
4696,607874,TN014000002,WEST END DEVELOPMENT,1118 Locust St Apt A1,Fayetteville, ,99999,Lincoln,103,TN,47,37334,35.148774000000003,-86.584581000000000,R,TN014,Fayetteville Housing Authority,100,9/20/2017 0:00:00,106661,0.006746091140400
4697,607862,SC031000001,GILLESPIE/INGRAM/MOTLEY/FRED HARRIS,100 Fred Harris Dr Apt 1,Cheraw, ,99999,Chesterfield,25,SC,45,29520,34.692000999999998,-79.878122000000005,R,SC031,HOUSING AUTHORITY OF CHERAW,83,12/13/2017 0:00:00,32653,0.004042910529310
4698,607860,TX010000002,ESTELLA MAXEY,1000 Delano St,Waco,"Waco, TX Metropolitan Statistical Area",47380,McLennan,309,TX,48,76704,31.581831999999999,-97.134822000000000,R,TX010,Housing Authority of the City of Waco,61,1/23/2018 0:00:00,553774,0.000290313995617
4699,607859,SC027000012,CREEKSIDE VILLAGE,2311 W Palmetto St,Florence,"Florence, SC Metropolitan Statistical Area",22500,Florence,41,SC,45,29501,34.183371000000001,-79.816337000000004,R,SC027,HOUSING AUTHORITY OF FLORENCE,75,11/3/2017 0:00:00,66182,0.001569639325650
4700,607858,TN090000003,LAFAYETTE HOUSING AUTHORITY,301A Gann Ct,Lafayette,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",34980,Macon,111,TN,47,37083,36.520766999999999,-86.018201000000005,4,TN090,Lafayette Housing Authority,81,10/23/2017 0:00:00,129332,0.104063903422000
4701,607851,SC027000011,PARKVIEW PLAZA,1000 Clement St Apt 1,Florence,"Florence, SC Metropolitan Statistical Area",22500,Florence,41,SC,45,29501,34.209789000000001,-79.780299999999997,R,SC027,HOUSING AUTHORITY OF FLORENCE,62,11/2/2017 0:00:00,66462,0.009315783099180
4702,607847,SC027000002,PINE PK/CLYDE CT/LAKOTA PL,514 Clyde St,Florence,"Florence, SC Metropolitan Statistical Area",22500,Florence,41,SC,45,29506,34.186810000000001,-79.758537000000004,R,SC027,HOUSING AUTHORITY OF FLORENCE,92,12/14/2017 0:00:00,65958,0.006473087060060
4703,607842,SC003000040,SINGLE FAMILY UNITS,124 Chelsea St,Moore,"Spartanburg, SC Metropolitan Statistical Area",43900,Spartanburg,83,SC,45,29369,34.904299000000002,-81.976376999999999,R,SC003,HOUSING AUTHORITY OF SPARTANBURG,91,11/30/2017 0:00:00,607072,0.021113106244800
4704,607840,SC027000021,PINE ACRES,310 Elm St,Pamplico,"Florence, SC Metropolitan Statistical Area",22500,Florence,41,SC,45,29583,34.003093000000000,-79.563496000000001,R,SC027,HOUSING AUTHORITY OF FLORENCE,90,12/4/2017 0:00:00,66303,0.116532480086000
4705,607839,RI006000005,CRANSTON HA,72 Alto St,Cranston,"Providence-Warwick, RI-MA Metropolitan Statistical Area",39300,Providence,7,RI,44,2920,41.805726000000000,-71.454151999999993,R,RI006,Cranston Housing Authority,67,1/26/2018 0:00:00,399335,0.005303160000850
4706,607836,SC007000014,Scattered Site 3,431 Beryl Dr,Aiken,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",12260,Aiken,3,SC,45,29803,33.485554000000000,-81.694974999999999,R,SC007,HOUSING AUTHORITY OF AIKEN,99,11/27/2017 0:00:00,445138,0.017111832883100
4707,607835,RI018000001,Lincoln Development,10 Franklin St,Lincoln,"Providence-Warwick, RI-MA Metropolitan Statistical Area",39300,Providence,7,RI,44,2865,41.902070999999999,-71.409173999999993,R,RI018,Lincoln Housing Authority,92,11/27/2017 0:00:00,399448,0.003928909608800
4708,607834,SC003000150,SPARTANBURG SOUTHSIDE PROJECTS,121 Rev Booker T Sears St,Spartanburg,"Spartanburg, SC Metropolitan Statistical Area",43900,Spartanburg,83,SC,45,29306,34.930306999999999,-81.924374000000000,R,SC003,HOUSING AUTHORITY OF SPARTANBURG,81,10/18/2017 0:00:00,607337,0.001190619048430
4709,607830,PA080000002,FOSTER TWP HSG,1 Riley Rd,Bradford,"Bradford, PA Micropolitan Statistical Area",14620,McKean,83,PA,42,16701,41.979078999999999,-78.628756999999993,R,PA080,HOUSING AUTHORITY OF THE COUNTY OF MCKEAN,92,11/8/2017 0:00:00,109450,0.001643225592720
4710,607828,SC007000013,Scattered Sites 2,131 Bentley Dr,North Augusta,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",12260,Aiken,3,SC,45,29860,33.574050999999997,-81.942121000000000,R,SC007,HOUSING AUTHORITY OF AIKEN,97,11/28/2017 0:00:00,445151,0.017327502277200
4711,607827,RI014000001,ASHTON COURT,Ashton Court,Harrisville,"Providence-Warwick, RI-MA Metropolitan Statistical Area",39300,Providence,7,RI,44,2830,41.966912999999998,-71.678962999999996,4,RI014,Burrillville Housing Authority,91,11/22/2017 0:00:00,399638,0.001855581858100
4712,607825,SC027000020,SELECT HOUSES/BRIDGELAND,1003 E Macree Ter,Florence,"Florence, SC Metropolitan Statistical Area",22500,Florence,41,SC,45,29505,34.126995000000001,-79.751372000000003,R,SC027,HOUSING AUTHORITY OF FLORENCE,92,12/13/2017 0:00:00,66385,0.008524620061180
4713,607824,SC059000001,CLIO EAST,101 Woods Ave,Clio,"Bennettsville, SC Micropolitan Statistical Area",13500,Marlboro,69,SC,45,29525,34.570798000000003,-79.538059000000004,R,SC059,MARLBORO CO HSG & REDEV AUTHORITY,92,12/19/2017 0:00:00,32410,0.067381318304500
4714,607822,SC003000020,GOOCH/ARCHIBALD VILLAGE,140 W Centennial St,Spartanburg,"Spartanburg, SC Metropolitan Statistical Area",43900,Spartanburg,83,SC,45,29303,34.965322000000000,-81.943346000000005,R,SC003,HOUSING AUTHORITY OF SPARTANBURG,79,12/1/2017 0:00:00,607567,0.004249299871170
4715,607821,SC027000003,CHURCH HILL,904 June Ln,Florence,"Florence, SC Metropolitan Statistical Area",22500,Florence,41,SC,45,29506,34.181516999999999,-79.758590999999996,R,SC027,HOUSING AUTHORITY OF FLORENCE,58,11/8/2017 0:00:00,66145,0.006958633295920
4716,607819,SC025000002,DARDEN TERRACE,1133 Duckett St,Conway,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area",34820,Horry,51,SC,45,29526,33.859707000000000,-79.062481000000005,R,SC025,HOUSING AUTHORITY OF CONWAY,78,11/20/2017 0:00:00,623526,0.002176961083200
4717,607818,SC007000012,Scattered Sites,1007 Gentle Bend Ct,Graniteville,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",12260,Aiken,3,SC,45,29829,33.589708000000002,-81.832238000000004,R,SC007,HOUSING AUTHORITY OF AIKEN,96,11/27/2017 0:00:00,445347,0.017961580378300
4718,607815,RI007000004,GOLDSMITH MANOR,115 Goldsmith Ave,East Providence,"Providence-Warwick, RI-MA Metropolitan Statistical Area",39300,Providence,7,RI,44,2914,41.824100999999999,-71.359870000000001,R,RI007,East Providence Housing Authority,66,10/19/2017 0:00:00,399720,0.007781413518960
4719,607813,RI006000003,ARLINGTON MANOR,50 Birch St Apt 311,Cranston,"Providence-Warwick, RI-MA Metropolitan Statistical Area",39300,Providence,7,RI,44,2920,41.800693000000003,-71.448909999999998,R,RI006,Cranston Housing Authority,71,12/15/2017 0:00:00,399335,0.009637776043930
