"","DEVELOPMENT_ID","DEVELOPMENT_NAME","CBSA_CODE","COUNTY_NAME","COUNTY_CODE","STATE_NAME.x","STATE_CODE","ZIPCODE","LATITUDE","LONGITUDE","PHA_CODE","INSPECTION_SCORE","year","TRACT_2010","TRACT_2020","BLOCK_2010","BLOCK_2020","tract","block","block_group","FloodDistM","in_floodplain","age_c","total_pop_c","total_white_c","total_black_c","total_hispanic_c","poverty_c","income_c","public_assistance_c","owner_c","renter_c","vehicles_c","prop_value_c"
"89","AL076000001","RAY ROAD",99999,"Marion",93,"AL",1,35564,34.278293,-87.826637,"AL076",92,2018,1093964100,1093964100,10939641001082,10939641001071,1093964100,10939641001082,10939641001,18997.7708,0,42.9,2447,2364,0,34,682,30654,1058,823,235,1058,93100
"90","AL116000001","MCDONALD CT",99999,"Sumter",119,"AL",1,36925,32.485434,-88.301183,"AL116",83,2018,1119011500,1119011500,11190115004027,11190115004032,1119011500,11190115004027,11190115004,331.2258439,0,44.1,4380,526,3842,1,937,24655,1668,1126,542,1668,46300
"91","AL176000001","Sumiton  Housing Authority",27530,"Walker",127,"AL",1,35148,33.753768,-87.0435,"AL176",74,2018,1127021800,1127021800,11270218002023,11270218002016,1127021800,11270218002023,11270218002,8204.115192,0,39.3,3691,3269,278,97,968,37825,1445,1006,439,1445,88700
"92","AL002000002","ORANGE GROVE HOMES",33660,"Mobile",97,"AL",1,36603,30.701471,-88.048547,"AL002",92,2018,1097000402,1097000402,10970004021020,10970004021007,1097000402,10970004021020,10970004021,38706.36137,0,22,833,0,833,0,232,18078,437,0,437,437,93375.9259259259
"93","AL002000013","Emerson Gardens",33660,"Mobile",97,"AL",1,36603,30.682095,-88.050104,"AL002",92,2018,1097001100,1097001100,10970011001008,10970011001015,1097001100,10970011001008,10970011001,38403.0469,0,52.8,2244,110,2097,0,407,16868,991,286,705,991,110200
"94","AL002000021","THE RENAISSANCE FAMILY",33660,"Mobile",97,"AL",1,36603,30.699876,-88.048842,"AL002",94,2018,1097000402,1097000402,10970004021032,10970004021020,1097000402,10970004021032,10970004021,38754.65198,0,22,833,0,833,0,232,18078,437,0,437,437,93375.9259259259
"95","AL002000019","DOWNTOWN RENAISSANCE I LP",33660,"Mobile",97,"AL",1,36603,30.699557,-88.050241,"AL002",94,2018,1097000402,1097000402,10970004021034,10970004021013,1097000402,10970004021034,10970004021,38648.21233,0,22,833,0,833,0,232,18078,437,0,437,437,93375.9259259259
"96","AL001000009","SMITHFIELD COURT",13820,"Jefferson",73,"AL",1,35204,33.514164,-86.835514,"AL001",84,2018,1073002900,1073002900,10730029001051,10730029001032,1073002900,10730029001051,10730029001,29849.73434,0,46.8,1960,0,1947,0,415,14396,1079,92,987,1079,73200
"97","AL001000014","RUSSELL B HARRIS HOMES",13820,"Jefferson",73,"AL",1,35212,33.540363,-86.733998,"AL001",89,2018,1073002303,1073002303,10730023034001,10730023032001,1073002303,10730023034001,10730023034,36981.81042,0,28.9,3520,65,3171,175,777,17685,1452,435,1017,1452,81400
"98","AL001000046","TUXEDO TRACE III",13820,"Jefferson",73,"AL",1,35218,33.5062,-86.9023,"AL001",92,2018,1073003400,1073003400,10730034003005,10730034003005,1073003400,10730034003005,10730034003,25422.8391,0,35.4,2112,132,1945,31,532,23661,847,432,415,847,65500
"99","AL001000034","TUXEDO TERRACE/HOPE IV-PHASE I",13820,"Jefferson",73,"AL",1,35218,33.509322,-86.890285,"AL001",80,2018,1073003200,1073003200,10730032002008,10730032002009,1073003200,10730032002008,10730032002,26046.36463,0,27.8,1250,95,1140,2,325,22132,502,110,392,502,58100
"100","AL001000042","MASON CITY III",13820,"Jefferson",73,"AL",1,35211,33.470407,-86.852919,"AL001",87,2018,1073013002,1073013002,10730130021011,10730130021006,1073013002,10730130021011,10730130021,31485.13934,0,35.5,1640,35,1605,0,472,27578,722,420,302,722,72800
"101","AL001000040","MASON CITY I",13820,"Jefferson",73,"AL",1,35211,33.469653,-86.851357,"AL001",93,2018,1073013002,1073013002,10730130021010,10730130021009,1073013002,10730130021010,10730130021,31649.1019,0,35.5,1640,35,1605,0,472,27578,722,420,302,722,72800
"102","AL075000010","SUMMERVILLE HOMES",10700,"Marshall",95,"AL",1,35957,34.190424,-86.173086,"AL075",81,2018,1095031100,1095031100,10950311004013,10950311004006,1095031100,10950311004013,10950311004,25950.67846,0,31.8,5603,3913,276,1322,1232,33983,1819,937,882,1819,89300
"103","AL001000044","Tuxedo Terrace Phase I",13820,"Jefferson",73,"AL",1,35218,33.507774,-86.890171,"AL001",86,2018,1073003200,1073003200,10730032002018,10730032002023,1073003200,10730032002018,10730032002,26163.68306,0,27.8,1250,95,1140,2,325,22132,502,110,392,502,58100
"104","AL001000045","Tuxedo Terrace Phase II",13820,"Jefferson",73,"AL",1,35218,33.507382,-86.888577,"AL001",90,2018,1073003200,1073003200,10730032002001,10730032002007,1073003200,10730032002001,10730032002,26305.30476,0,27.8,1250,95,1140,2,325,22132,502,110,392,502,58100
"105","AL012000001","BANKHEAD/CARVER APTS",27530,"Walker",127,"AL",1,35501,33.830991,-87.286805,"AL012",95,2018,1127020100,1127020100,11270201002020,11270201002016,1127020100,11270201002020,11270201002,241.2053462,0,46.8,2736,1850,807,8,642,26404,1220,814,406,1220,59600
"106","AL049000001","COLLEY HOMES",23460,"Etowah",55,"AL",1,35901,34.020872,-86.006174,"AL049",82,2018,1055000300,1055000300,10550003002011,10550003002013,1055000300,10550003002011,10550003002,18117.98811,0,30.2,2633,643,1894,65,597,21324,933,443,490,933,49300
"107","AL065000001","HARVEY ENLOE HOMES",99999,"Randolph",111,"AL",1,36274,33.147354,-85.363956,"AL065",87,2018,1111000500,1111000500,11110005004015,11110005004019,1111000500,11110005004015,11110005004,1183.798293,0,42.5,4988,2973,1918,8,1177,43346,1973,1437,536,1973,75800
"108","AL048000009","JORDAN-NEILL",19460,"Morgan",103,"AL",1,35601,34.612102,-86.980011,"AL048",90,2018,1103000400,1103000400,11030004004013,11030004004008,1103000400,11030004004013,11030004004,44331.03097,0,40.4,3818,2466,850,411,790,39299,1595,986,609,1595,127700
"109","AL049000002","CARVER VILLAGE",23460,"Etowah",55,"AL",1,35901,34.023893,-86.018172,"AL049",82,2018,1055000300,1055000300,10550003003011,10550003003013,1055000300,10550003003011,10550003003,18867.5579,0,30.2,2633,643,1894,65,597,21324,933,443,490,933,49300
"110","AL014000200","CRAIN COURTS",10700,"Marshall",95,"AL",1,35976,34.350553,-86.311883,"AL014",92,2018,1095030600,1095030602,10950306001000,10950306021000,1095030600,10950306001000,10950306001,24267.6403,0,36.8990990990991,3307.97297297297,1648.00900900901,1438.14414414414,146.099099099099,789.09009009009,31283.9369369369,1277.81081081081,711.486486486486,566.324324324324,1277.81081081081,93375.9259259259
"111","AL075000020","MT VERNON HOMES",10700,"Marshall",95,"AL",1,35957,34.1834,-86.2164,"AL075",96,2018,1095031100,1095031100,10950311001020,10950311001014,1095031100,10950311001020,10950311001,29953.35934,0,31.8,5603,3913,276,1322,1232,33983,1819,937,882,1819,89300
"112","AL085000001","SUNNYCREST/DOGWOOD LANE",13820,"Shelby",117,"AL",1,35040,33.10858,-86.753274,"AL085",89,2018,1117030501,1117030503,11170305013100,11170305032033,1117030501,11170305013100,11170305013,17688.79378,0,36.8990990990991,3307.97297297297,1648.00900900901,1438.14414414414,146.099099099099,789.09009009009,31283.9369369369,1277.81081081081,711.486486486486,566.324324324324,1277.81081081081,93375.9259259259
"113","AL125000001","BRASWELL HOMES",13820,"Jefferson",73,"AL",1,35020,33.422355,-86.942179,"AL125",86,2018,1073010100,1073010100,10730101001011,10730101001010,1073010100,10730101001011,10730101001,30333.32045,0,47.3,1270,52,1187,9,243,17857,646,292,354,646,48400
"114","AL175000001","NORTHSIDE VILLAGE",99999,"Sumter",119,"AL",1,35470,32.622144,-88.184568,"AL175",87,2018,1119011300,1119011301,11190113004042,11190113012031,1119011300,11190113004042,11190113004,2143.182204,0,36.8990990990991,3307.97297297297,1648.00900900901,1438.14414414414,146.099099099099,789.09009009009,31283.9369369369,1277.81081081081,711.486486486486,566.324324324324,1277.81081081081,93375.9259259259
"115","AL075000040","GERALDINE HOMES",22840,"Dekalb",49,"AL",1,35971,34.442946,-85.900355,"AL075",87,2018,1049960500,1049960500,10499605004020,10499605004023,1049960500,10499605004020,10499605004,3863.187684,0,39.5,5465,5137,34,104,1470,44286,2044,1536,508,2044,101300
"116","AL120000001","LINDEN HA",99999,"Marengo",91,"AL",1,36748,32.30113,-87.795351,"AL120",91,2018,1091973000,1091973001,10919730003027,10919730011019,1091973000,10919730003027,10919730003,2960.218976,0,36.8990990990991,3307.97297297297,1648.00900900901,1438.14414414414,146.099099099099,789.09009009009,31283.9369369369,1277.81081081081,711.486486486486,566.324324324324,1277.81081081081,93375.9259259259
"117","AL127000001","WESTHAVEN",99999,"Covington",39,"AL",1,36420,31.300727,-86.497393,"AL127",87,2018,1039961800,1039961800,10399618001021,10399618001023,1039961800,10399618001021,10399618001,37950.25977,0,50.2,3007,2311,613,64,648,34088,1212,805,407,1212,82400
"118","AL078000001","BERRY HA",99999,"Fayette",57,"AL",1,35546,33.655484,-87.605097,"AL078",87,2018,1057020400,1057020400,10570204002042,10570204002043,1057020400,10570204002042,10570204002,17476.07857,0,42.6,3744,3547,73,22,1045,37708,1528,1293,235,1528,74900
"119","AL125000002","KATE WALLER HOMES",13820,"Jefferson",73,"AL",1,35020,33.397742,-86.964998,"AL125",92,2018,1073010200,1073010200,10730102001082,10730102001040,1073010200,10730102001082,10730102001,31786.26352,0,47.6,2944,609,1964,361,583,36491,1015,457,558,1015,64600
"120","AL082000050","EASTWOOD HOMES",22840,"Dekalb",49,"AL",1,35962,34.285894,-85.995848,"AL082",97,2018,1049960700,1049960702,10499607003022,10499607021017,1049960700,10499607003022,10499607003,8127.308732,0,36.8990990990991,3307.97297297297,1648.00900900901,1438.14414414414,146.099099099099,789.09009009009,31283.9369369369,1277.81081081081,711.486486486486,566.324324324324,1277.81081081081,93375.9259259259
"121","AL093000001","CENTRAL ACRES",18980,"Cullman",43,"AL",1,35077,34.062627,-86.761157,"AL093",76,2018,1043965402,1043965402,10439654022019,10439654022019,1043965402,10439654022019,10439654022,228.1114965,0,40.7,4237,3943,95,178,1115,42800,1594,1309,285,1594,92100
"122","AL169000003","HOPE VI Family Rental Phase III",33660,"Mobile",97,"AL",1,36610,30.744294,-88.100203,"AL169",99,2018,1097004000,1097004000,10970040002003,10970040002011,1097004000,10970040002003,10970040002,32322.68419,0,29.6,2470,0,2470,0,512,26765,852,314,538,852,51300
"123","AL147000001","RIVERVIEW HMS/MTN VIEW",42460,"Jackson",71,"AL",1,35740,34.942105,-85.713169,"AL147",72,2018,1071950200,1071950200,10719502004025,10719502004032,1071950200,10719502004025,10719502004,527.8823833,0,43.1,3219,2712,207,160,846,30071,1435,966,469,1435,89100
"124","AL132000001","MTN VIEW & HIGHLAND APTS.",10760,"Coosa",37,"AL",1,35151,33.084313,-86.234241,"AL132",94,2018,1037961100,1037961100,10379611002066,10379611002044,1037961100,10379611002066,10379611002,505.202799,0,47.1,3699,3601,98,0,970,45577,1296,1066,230,1296,78700
"125","AL182000013","TRIANA HA",26620,"Madison",89,"AL",1,35756,34.584872,-86.734578,"AL182",90,2018,1089011200,1089011203,10890112001083,10890112032090,1089011200,10890112001083,10890112001,41363.16081,0,36.8990990990991,3307.97297297297,1648.00900900901,1438.14414414414,146.099099099099,789.09009009009,31283.9369369369,1277.81081081081,711.486486486486,566.324324324324,1277.81081081081,93375.9259259259
"126","AL178000001","DADEVILLE HA",10760,"Tallapoosa",123,"AL",1,36853,32.841567,-85.764394,"AL178",93,2018,1123962400,1123962400,11239624002029,11239624002023,1123962400,11239624002029,11239624002,21314.93663,0,42.8,4289,2523,1665,61,1070,39898,1542,1100,442,1542,95100
"127","AL007000050","USSERY AND MARVIN LEWIS VILLAGE",20020,"Houston",69,"AL",1,36301,31.213318,-85.387241,"AL007",95,2019,1069041200,1069041200,10690412002019,10690412002028,1069041200,10690412002019,10690412002,8683.258988,0,39.5,1995,636,1287,63,386,16863,825,198,627,825,81500
"128","AL008000002","GEORGE WASHINGTON CARVER",42820,"Dallas",47,"AL",1,36701,32.4247,-87.0574,"AL008",86,2019,1047956800,1047956800,10479568002012,10479568002010,1047956800,10479568002012,10479568002,524.0101476,0,36.2,2326,527,1683,2,551,30549,914,365,549,914,134800
"129","AL126000001","CALDWELL AND HILLTOP HOM",45980,"Pike",109,"AL",1,36010,31.71244,-85.820752,"AL126",85,2019,1109189300,1109189300,11091893003043,11091893003049,1109189300,11091893003043,11091893003,33304.03343,0,42.3,4030,1809,1912,217,883,37941,1316,978,338,1316,71100
"130","AL118000001","CHATTAHOOCHEE COURTS",21640,"Barbour",5,"AL",1,36027,31.881936,-85.144374,"AL118",90,2019,1005950900,1005950900,10059509003047,10059509003032,1005950900,10059509003047,10059509003,777.2952964,0,33.1,3881,1225,2121,421,982,25446,1600,613,987,1600,111400
"131","AL083000001","COLLINSVILLE HOMES",22840,"Dekalb",49,"AL",1,35961,34.257609,-85.868377,"AL083",90,2019,1049960800,1049960800,10499608002053,10499608002051,1049960800,10499608002053,10499608002,388.9413089,0,37.6,5064,3165,194,1560,1204,36359,1633,1077,556,1633,81900
"132","AL008000008","RANGEDALE",42820,"Dallas",47,"AL",1,36703,32.429024,-87.012282,"AL008",94,2019,1047956400,1047956400,10479564002009,10479564002010,1047956400,10479564002009,10479564002,1.972643243,0,31.2,3020,203,2745,0,663,17699,1152,382,770,1152,59000
"133","AL063000001","HARRIS APTS.",13820,"Blount",9,"AL",1,35121,33.946137,-86.467025,"AL063",82,2019,1009050102,1009050105,10090501021023,10090501051025,1009050102,10090501021023,10090501021,25104.96387,0,37.5148936170213,3153.72340425532,1385.86170212766,1529.59574468085,165.882978723404,728.563829787234,32221.1413043478,1224.1914893617,633.521276595745,590.670212765957,1224.1914893617,104404.255319149
"134","AL115000001","NELL COURT",21460,"Coffee",31,"AL",1,36330,31.306033,-85.844511,"AL115",69,2019,1031011300,1031011300,10310113002036,10310113002026,1031011300,10310113002036,10310113002,123.9709217,0,31.8,4089,1609,1663,737,927,30640,1628,649,979,1628,111500
"135","AL101000001","ABBEVILLE HOUSING AUTH",20020,"Henry",67,"AL",1,36310,31.560597,-85.249577,"AL101",93,2019,1067030200,1067030200,10670302003023,10670302003021,1067030200,10670302003023,10670302003,26626.18706,0,46.3,2864,1400,1282,142,663,36250,1126,758,368,1126,83000
"136","AL189000001","TANNER HOMES",26620,"Madison",89,"AL",1,35758,34.691331,-86.74816,"AL189",81,2019,1089011021,1089011028,10890110212056,10890110283014,1089011021,10890110212056,10890110212,36780.39651,0,37.5148936170213,3153.72340425532,1385.86170212766,1529.59574468085,165.882978723404,728.563829787234,32221.1413043478,1224.1914893617,633.521276595745,590.670212765957,1224.1914893617,104404.255319149
"137","AL145000001","SCHOOL HEIGHTS",99999,"Crenshaw",41,"AL",1,36009,31.589127,-86.258953,"AL145",81,2019,1041963800,1041963800,10419638001017,10419638001149,1041963800,10419638001017,10419638001,20129.10251,0,45.4,1453,873,493,28,359,30096,619,396,223,619,85400
"138","AL142000102","NEWTON HOMES",37120,"Dale",45,"AL",1,36352,31.333322,-85.605279,"AL142",98,2019,1045021300,1045021300,10450213001047,10450213001032,1045021300,10450213001047,10450213001,993.8356926,0,41.7,4433,3768,531,46,1219,56486,1696,1335,361,1696,150600
"139","AL171012346","NORTH AND SOUTH PROJECT",99999,"Perry",105,"AL",1,36786,32.45201,-87.508645,"AL171",63,2019,1105687100,1105687100,11056871003021,11056871003037,1105687100,11056871003021,11056871003,30569.21533,0,37.5,2548,476,2068,0,438,16667,978,692,286,978,60700
"140","AL047000010","SEARCY HOMES",26620,"Madison",89,"AL",1,35801,34.730066,-86.594106,"AL047",95,2019,1089003100,1089003100,10890031002077,10890031002034,1089003100,10890031002077,10890031002,29205.63887,0,35.9,5293,3370,1663,134,500,54537,1428,509,919,1428,624000
"141","AL006000014","COLUMBUS SQUARE I",33860,"Montgomery",101,"AL",1,36104,32.382391,-86.301311,"AL006",99,2019,1101000100,1101000100,11010001001014,11010001001013,1101000100,11010001001014,11010001001,3387.57624,0,46.3,419,189,165,54,50,32221.1413043478,258,33,225,258,216100
"142","AL047000004","BUTLER TERRACE ADDITION",26620,"Madison",89,"AL",1,35805,34.720753,-86.598023,"AL047",85,2019,1089002100,1089002100,10890021001059,10890021001025,1089002100,10890021001059,10890021001,30262.43499,0,27.4,3139,806,1428,771,659,20733,1459,263,1196,1459,52300
"143","AL047000003","SPARKMAN HOMES",26620,"Madison",89,"AL",1,35805,34.728884,-86.604638,"AL047",87,2019,1089001200,1089001200,10890012002029,10890012002005,1089001200,10890012002029,10890012002,29391.59805,0,29.6,2698,47,2535,106,766,12329,1264,277,987,1264,51500
"144","AL047000008","JOHNSON TOWERS",26620,"Madison",89,"AL",1,35805,34.722571,-86.598314,"AL047",84,2019,1089002100,1089002100,10890021001006,10890021001023,1089002100,10890021001006,10890021001,30060.70614,0,27.4,3139,806,1428,771,659,20733,1459,263,1196,1459,52300
"145","AL006000004","PATERSON COURT",33860,"Montgomery",101,"AL",1,36104,32.364591,-86.300209,"AL006",67,2019,1101001500,1101001500,11010015003015,11010015003023,1101001500,11010015003015,11010015003,5337.372673,0,21.1,3536,868,2565,80,436,24250,812,214,598,812,89800
"146","AL068000004","JACKSON HOMES",22520,"Colbert",33,"AL",1,35660,34.76086,-87.68645,"AL068",97,2019,1033020100,1033020100,10330201003021,10330201003019,1033020100,10330201003021,10330201003,26978.41259,0,45.6,3175,2358,589,147,793,34193,1543,849,694,1543,83300
"147","AL047000062","Chestnut Glen",26620,"Madison",89,"AL",1,35806,34.784533,-86.67307,"AL047",96,2019,1089010622,1089010626,10890106221010,10890106262003,1089010622,10890106221010,10890106221,24547.99919,0,37.5148936170213,3153.72340425532,1385.86170212766,1529.59574468085,165.882978723404,728.563829787234,32221.1413043478,1224.1914893617,633.521276595745,590.670212765957,1224.1914893617,104404.255319149
"148","AL047000011","TODD TOWERS",26620,"Madison",89,"AL",1,35801,34.733646,-86.585312,"AL047",79,2019,1089003100,1089003100,10890031002104,10890031002055,1089003100,10890031002104,10890031002,28783.92534,0,35.9,5293,3370,1663,134,500,54537,1428,509,919,1428,624000
"149","AL047000019","STONE MANOR",26620,"Madison",89,"AL",1,35802,34.66686,-86.577471,"AL047",99,2019,1089002801,1089002801,10890028011022,10890028011005,1089002801,10890028011022,10890028011,27611.6868,0,42.4,4514,3047,1003,200,1084,47029,2280,841,1439,2280,168100
"150","AL047000061","Legacy Hill",26620,"Madison",89,"AL",1,35811,34.792541,-86.567004,"AL047",94,2019,1089000202,1089000203,10890002021011,10890002032000,1089000202,10890002021011,10890002021,22200.85247,0,37.5148936170213,3153.72340425532,1385.86170212766,1529.59574468085,165.882978723404,728.563829787234,32221.1413043478,1224.1914893617,633.521276595745,590.670212765957,1224.1914893617,104404.255319149
"151","AL161000012","LINCOLN HGHTS",99999,"Perry",105,"AL",1,36756,32.639106,-87.324893,"AL161",77,2019,1105687000,1105687002,11056870006013,11056870023004,1105687000,11056870006013,11056870006,28741.68533,0,37.5148936170213,3153.72340425532,1385.86170212766,1529.59574468085,165.882978723404,728.563829787234,32221.1413043478,1224.1914893617,633.521276595745,590.670212765957,1224.1914893617,104404.255319149
"152","AL077000012","McKenzie Court II, LTD",46220,"Tuscaloosa",125,"AL",1,35401,33.188506,-87.579538,"AL077",73,2019,1125011701,1125011701,11250117011014,11250117011009,1125011701,11250117011014,11250117011,32236.90763,0,25,3249,308,2844,94,584,26096,923,426,497,923,89500
