"","TRACTFIPS","RISK_RATNG","SOVI_RATNG","RESL_RATNG","CFLD_RISKR","HWAV_RISKR","HRCN_RISKR","RFLD_RISKR","WFIR_RISKR"
"60513","36067010321","Very Low","Very Low","Very High","Not Applicable","Relatively Low","Very Low","Relatively Low","No Rating"
"60514","36081003700","Insufficient Data","Data Unavailable","Relatively Low","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data"
"60515","36081003900","Relatively Low","Relatively High","Relatively Low","Relatively Low","Relatively Low","Very Low","No Rating","No Rating"
"60516","36081004001","Relatively Low","Relatively Moderate","Relatively Low","Relatively Low","Relatively Moderate","Very Low","No Rating","No Rating"
"60517","36081004300","Relatively Moderate","Relatively High","Relatively Low","Relatively Low","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60518","36081004401","Relatively Low","Relatively Moderate","Relatively Low","Relatively Moderate","Relatively Moderate","Very Low","No Rating","No Rating"
"60519","36081005000","Very Low","Very Low","Relatively Low","Very Low","Very Low","Very Low","No Rating","No Rating"
"60520","36081005500","Relatively Low","Relatively High","Relatively Low","Very Low","Relatively Low","Very Low","No Rating","No Rating"
"60521","36081006201","Relatively Moderate","Relatively High","Relatively Low","Relatively Moderate","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60522","36081006502","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60523","36081007900","Relatively Moderate","Relatively High","Relatively Low","Relatively Moderate","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60524","36081009700","Relatively Low","Relatively Low","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60525","36081010701","Insufficient Data","Data Unavailable","Relatively Low","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data"
"60526","36055006500","Relatively Low","Relatively High","Very High","No Rating","Relatively Low","Very Low","Relatively Low","No Rating"
"60527","36055006600","Relatively Low","Relatively High","Very High","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60528","36055006800","Relatively Low","Relatively Low","Very High","No Rating","Relatively Low","Very Low","Very Low","No Rating"
"60529","36055006900","Relatively Low","Relatively High","Very High","No Rating","Relatively Moderate","Very Low","Relatively Low","No Rating"
"60530","36055007000","Relatively Low","Relatively Moderate","Very High","No Rating","Relatively Low","Very Low","Very Low","No Rating"
"60531","36055007500","Relatively Low","Relatively High","Very High","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60532","36055007801","Relatively Low","Relatively Low","Very High","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60533","36059518600","Relatively Low","Very Low","Relatively High","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60534","36059519602","Relatively Low","Very Low","Relatively High","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60535","36059519702","Relatively Moderate","Relatively Low","Relatively High","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60536","36059519900","Relatively Moderate","Relatively Low","Relatively High","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60537","36067010322","Very Low","Relatively Low","Very High","Not Applicable","Relatively Low","Very Low","Relatively Low","Very Low"
"60538","36067010800","Relatively Low","Relatively Moderate","Very High","Not Applicable","Relatively Moderate","Very Low","Very Low","No Rating"
"60539","36067011011","Relatively Low","Relatively High","Very High","Not Applicable","Relatively Moderate","Very Low","No Rating","No Rating"
"60540","36067011022","Relatively Low","Relatively Moderate","Very High","Not Applicable","Relatively Low","Very Low","Relatively Low","No Rating"
"60541","36067011201","Relatively Low","Relatively Low","Very High","Not Applicable","Relatively Low","Very Low","Relatively Low","Very Low"
"60542","36081011000","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60543","36081011200","Relatively Low","Relatively High","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60544","36081012000","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60545","36081012200","Relatively Low","Relatively High","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60546","36081012601","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60547","36081013500","Relatively Low","Relatively Moderate","Relatively Low","Relatively Low","Relatively Low","Very Low","No Rating","No Rating"
"60548","36081014800","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60549","36081015300","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60550","36081017900","Relatively Moderate","Relatively High","Relatively Low","Relatively Low","Relatively Low","Very Low","No Rating","No Rating"
"60551","36081018200","Relatively Low","Relatively Moderate","Relatively Low","Relatively Low","Relatively Moderate","Very Low","No Rating","No Rating"
"60552","36081018401","Relatively Low","Relatively Low","Relatively Low","Relatively Low","Relatively Low","Very Low","No Rating","No Rating"
"60553","36081018501","Relatively Moderate","Relatively High","Relatively Low","No Rating","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60554","36055007900","Relatively Low","Relatively High","Very High","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60555","36055008100","Relatively Low","Relatively Moderate","Very High","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60556","36055008701","Relatively Low","Relatively Moderate","Very High","No Rating","Relatively Moderate","Very Low","Very Low","No Rating"
"60557","36055009200","Relatively Low","Relatively High","Very High","No Rating","Relatively Low","Very Low","Very Low","No Rating"
"60558","36055009500","Relatively Low","Relatively Moderate","Very High","No Rating","Relatively Low","Very Low","Relatively Low","No Rating"
"60559","36055009601","Relatively Low","Relatively High","Very High","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60560","36059520002","Relatively Moderate","Relatively Low","Relatively High","No Rating","Relatively Low","Very Low","No Rating","Very Low"
"60561","36059520100","Relatively Low","Relatively Low","Relatively High","No Rating","Relatively Low","Very Low","No Rating","Very Low"
"60562","36059520401","Relatively Moderate","Relatively Low","Relatively High","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60563","36067011600","Very Low","Relatively Low","Very High","Not Applicable","Relatively Moderate","Very Low","Relatively Low","No Rating"
"60564","36067013000","Relatively Low","Relatively Moderate","Very High","Not Applicable","Relatively Moderate","Very Low","No Rating","No Rating"
"60565","36067011800","Relatively Low","Relatively Moderate","Very High","Not Applicable","Relatively Moderate","Very Low","Relatively Low","No Rating"
"60566","36081018800","Very Low","Relatively Low","Relatively Low","Relatively Low","Relatively Low","Very Low","No Rating","No Rating"
"60567","36081018900","Relatively Moderate","Relatively High","Relatively Low","No Rating","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60568","36081019200","Relatively Low","Relatively Moderate","Relatively Low","Relatively Low","Relatively Moderate","Very Low","No Rating","No Rating"
"60569","36081020500","Relatively Low","Relatively Moderate","Relatively Low","Relatively Low","Relatively Low","Very Low","No Rating","No Rating"
"60570","36081021900","Relatively Moderate","Relatively High","Relatively Low","Relatively Moderate","Very Low","Very Low","Relatively Low","No Rating"
"60571","36081022900","Insufficient Data","Data Unavailable","Relatively Low","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data"
"60572","36081023600","Relatively Low","Relatively High","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60573","36081024000","Relatively Moderate","Relatively High","Relatively Low","No Rating","Relatively High","Relatively Low","No Rating","No Rating"
"60574","36081024500","Relatively Moderate","Relatively High","Relatively Low","No Rating","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60575","36059520501","Relatively Moderate","Relatively Low","Relatively High","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60576","36059520700","Relatively Moderate","Relatively Low","Relatively High","Very Low","Relatively Low","Very Low","Very Low","No Rating"
"60577","36059520800","Relatively Moderate","Relatively Low","Relatively High","Very Low","Relatively Low","Very Low","Very Low","No Rating"
"60578","36059521100","Relatively Moderate","Very Low","Relatively High","Very Low","Relatively Low","Very Low","Very Low","No Rating"
"60579","36059521301","Relatively Low","Relatively Low","Relatively High","Relatively Low","Relatively Low","Very Low","Relatively Low","No Rating"
"60580","36055009603","Relatively Low","Relatively High","Very High","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60581","36055010100","Relatively Low","Relatively Low","Very High","No Rating","Relatively Moderate","Very Low","Relatively Low","No Rating"
"60582","36055010601","Relatively Low","Relatively Moderate","Very High","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60583","36055010700","Relatively Low","Relatively Low","Very High","No Rating","Relatively Low","Very Low","Relatively Low","No Rating"
"60584","36055011000","Very Low","Relatively Low","Very High","No Rating","Relatively Moderate","Very Low","Relatively Low","No Rating"
"60585","36055011301","Very Low","Very Low","Very High","No Rating","Relatively Moderate","Very Low","Relatively Low","Very Low"
"60586","36067014000","Relatively Low","Relatively Low","Very High","Not Applicable","Relatively Moderate","Very Low","Relatively Moderate","No Rating"
"60587","36067015203","Very Low","Relatively Low","Very High","Not Applicable","Relatively Low","Very Low","Relatively Low","Very Low"
"60588","36067015700","Very Low","Very Low","Very High","Not Applicable","Relatively Moderate","Very Low","Relatively Low","Very Low"
"60589","36081028800","Relatively Low","Relatively Low","Relatively Low","Relatively Moderate","Relatively Moderate","Very Low","Very Low","No Rating"
"60590","36067016001","Very Low","Relatively Low","Very High","Not Applicable","Relatively Low","Very Low","Relatively Low","Very Low"
"60591","36081024900","Relatively Moderate","Relatively High","Relatively Low","No Rating","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60592","36081025700","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60593","36081030902","Relatively Moderate","Relatively Moderate","Relatively Low","Relatively Low","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60594","36081030903","Relatively Moderate","Relatively Moderate","Relatively Low","Relatively Low","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60595","36081032900","Relatively Low","Relatively Moderate","Relatively Low","Relatively Low","Relatively Moderate","Very Low","No Rating","No Rating"
"60596","36081033000","Relatively Moderate","Relatively Moderate","Relatively Low","Relatively Moderate","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60597","36081033401","Relatively Low","Relatively Low","Relatively Low","Relatively Low","Relatively Moderate","Very Low","No Rating","No Rating"
"60598","36081033900","Relatively Low","Relatively High","Relatively Low","Very Low","Relatively Moderate","Very Low","No Rating","No Rating"
"60599","51049930200","Very Low","Relatively Moderate","Relatively Low","Not Applicable","Relatively Moderate","Relatively Low","Relatively Moderate","Very Low"
"60600","36081035200","Relatively Low","Relatively Low","Relatively Low","Relatively Low","Relatively Low","Very Low","No Rating","No Rating"
"60601","36059521302","Relatively Moderate","Very Low","Relatively High","Relatively Moderate","Relatively Low","Very Low","Relatively Moderate","No Rating"
"60602","36059521601","Relatively Moderate","Relatively Low","Relatively High","Very Low","Relatively Low","Very Low","Very Low","No Rating"
"60603","36059521801","Relatively Moderate","Very Low","Relatively High","Very Low","Relatively Low","Very Low","No Rating","No Rating"
"60604","36059521802","Relatively Moderate","Relatively Low","Relatively High","Relatively Low","Relatively Low","Very Low","Very Low","No Rating"
"60605","36059980100","Relatively Low","Relatively Moderate","Relatively High","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60606","36061000100","Insufficient Data","Data Unavailable","Relatively Low","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data"
"60607","51165010200","Very Low","Relatively High","Relatively Moderate","Not Applicable","Relatively Low","Relatively Low","Relatively High","Relatively Moderate"
"60608","51165010300","Very Low","Relatively Low","Relatively Moderate","Not Applicable","Relatively Low","Relatively Low","Relatively Moderate","Relatively Moderate"
"60609","36067016400","Very Low","Relatively Low","Very High","Not Applicable","Relatively Low","Very Low","Relatively Low","Very Low"
"60610","36069050602","Very Low","Relatively Moderate","Very High","Not Applicable","Relatively Moderate","Very Low","Relatively Low","Very Low"
"60611","51107610202","Very Low","Very Low","Relatively Moderate","Not Applicable","Relatively Low","Very Low","Relatively Low","Relatively Low"
"60612","36067016700","Very Low","Very Low","Very High","Not Applicable","Relatively Low","Very Low","Relatively Low","Very Low"
"60613","51149850502","Very Low","Relatively Low","Relatively High","Very Low","No Rating","Relatively Low","Relatively Moderate","Relatively Low"
"60614","36067016801","Very Low","Relatively Low","Very High","Not Applicable","Relatively Low","Very Low","Relatively Low","Very Low"
"60615","36067940000","Very Low","Relatively High","Very High","Not Applicable","Relatively Low","Very Low","No Rating","Very Low"
"60616","36055011400","Very Low","Relatively Moderate","Very High","No Rating","Relatively Moderate","Relatively Low","Relatively Low","No Rating"
"60617","36055011503","Very Low","Relatively Low","Very High","No Rating","Relatively Moderate","Very Low","Relatively Low","Very Low"
"60618","36055011705","Very Low","Relatively Low","Very High","No Rating","Relatively Moderate","Relatively Low","Relatively Low","No Rating"
"60619","54013962700","Very Low","Relatively High","Very Low","Not Applicable","Relatively Moderate","Relatively Low","Very High","Relatively Low"
"60620","36055011707","Very Low","Relatively Low","Very High","No Rating","Relatively Moderate","Very Low","Relatively Low","Very Low"
"60621","36081035800","Relatively Low","Relatively Low","Relatively Low","Relatively Low","Relatively Moderate","Very Low","No Rating","No Rating"
"60622","36081037100","Relatively Low","Relatively Moderate","Relatively Low","Relatively Low","Relatively Low","Very Low","Very Low","No Rating"
"60623","36055011800","Relatively Low","Relatively Low","Very High","No Rating","Relatively Moderate","Very Low","Relatively Low","No Rating"
"60624","36081035300","Relatively Low","Relatively High","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60625","55023960400","Very Low","Relatively Moderate","Relatively High","Not Applicable","Very High","Very Low","Very High","Very Low"
"60626","36081037500","Relatively Moderate","Relatively High","Relatively Low","No Rating","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60627","36081037600","Relatively Low","Relatively Low","Relatively Low","Relatively Low","Relatively Moderate","Very Low","No Rating","No Rating"
"60628","36081037900","Relatively Moderate","Relatively High","Relatively Low","No Rating","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60629","36069050400","Very Low","Relatively Low","Very High","Not Applicable","Relatively Moderate","Relatively Low","Relatively Moderate","Very Low"
"60630","36081038301","Insufficient Data","Data Unavailable","Relatively Low","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data"
"60631","36081039400","Relatively Low","Relatively Moderate","Relatively Low","Very Low","Relatively Moderate","Very Low","No Rating","No Rating"
"60632","36081040000","Very Low","Relatively Low","Relatively Low","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60633","36081041500","Relatively Low","Relatively High","Relatively Low","Relatively Low","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60634","36081043400","Relatively Low","Relatively Low","Relatively Low","Relatively Low","Relatively Low","Very Low","No Rating","No Rating"
"60635","36061001402","Relatively High","Relatively High","Relatively Low","Relatively Low","Relatively High","Relatively Low","No Rating","No Rating"
"60636","36061002202","Relatively Moderate","Relatively Moderate","Relatively Low","Relatively Low","Relatively Moderate","Very Low","No Rating","No Rating"
"60637","36061003100","Relatively Moderate","Very Low","Relatively Low","Relatively Moderate","Relatively Moderate","Very Low","No Rating","No Rating"
"60638","36061003200","Very High","Relatively Moderate","Relatively Low","Relatively Moderate","Relatively High","Relatively Low","No Rating","No Rating"
"60639","36061003300","Relatively Moderate","Very Low","Relatively Low","Relatively Moderate","Relatively Moderate","Very Low","Very Low","No Rating"
"60640","36061003400","Relatively High","Relatively Low","Relatively Low","Relatively Moderate","Relatively High","Relatively Low","No Rating","No Rating"
"60641","36061003700","Very High","Relatively Moderate","Relatively Low","Relatively High","Relatively Moderate","Relatively Low","Relatively Low","No Rating"
"60642","36061004100","Very High","Relatively High","Relatively Low","Relatively Moderate","Relatively High","Relatively Low","No Rating","No Rating"
"60643","36061004300","Relatively High","Relatively Low","Relatively Low","Very Low","Relatively High","Relatively Low","No Rating","No Rating"
"60644","36061005400","Relatively High","Very Low","Relatively Low","Relatively Low","Relatively Moderate","Very Low","No Rating","No Rating"
"60645","36061005700","Relatively High","Very Low","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60646","36061006000","Relatively High","Relatively Moderate","Relatively Low","Relatively Moderate","Relatively High","Relatively Low","Relatively Low","No Rating"
"60647","36071000300","Relatively High","Relatively Moderate","Very High","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60648","54037972503","Very Low","Relatively Low","Relatively Moderate","Not Applicable","Relatively Low","Relatively Low","Relatively Low","Very Low"
"60649","36069050201","Very Low","Relatively Low","Very High","Not Applicable","Relatively Moderate","Very Low","Relatively Low","Very Low"
"60650","36069050800","Relatively Low","Relatively Moderate","Very High","Not Applicable","Relatively Low","Very Low","Relatively Low","No Rating"
"60651","54057010400","Very Low","Relatively Low","Very Low","Not Applicable","No Rating","Relatively Low","Relatively High","Relatively Moderate"
"60652","54057010700","Very Low","Relatively Moderate","Very Low","Not Applicable","No Rating","Very Low","Relatively High","Very Low"
"60653","36069051400","Very Low","Relatively Low","Very High","Not Applicable","Relatively Low","Very Low","Relatively Low","No Rating"
"60654","36069051500","Very Low","Relatively Moderate","Very High","Not Applicable","Relatively Low","Very Low","Relatively Moderate","Very Low"
"60655","36069052200","Very Low","Relatively Moderate","Very High","Not Applicable","Relatively Low","Very Low","Relatively Moderate","Very Low"
"60656","36071001500","Relatively Moderate","Relatively Moderate","Very High","Very Low","Relatively Moderate","Very Low","Relatively Moderate","No Rating"
"60657","36081044601","Relatively Moderate","Relatively High","Relatively Low","No Rating","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60658","36081044800","Relatively Low","Relatively High","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60659","36081046400","Relatively Low","Relatively Low","Relatively Low","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60660","36081047000","Relatively Low","Relatively High","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60661","36081048000","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60662","55079060102","Relatively Moderate","Relatively Moderate","Relatively High","No Rating","Relatively Moderate","Very Low","Relatively Low","No Rating"
"60663","36081048400","Relatively Moderate","Relatively Moderate","Relatively Low","No Rating","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60664","36081050202","Very Low","Very Low","Relatively Low","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60665","36081050400","Relatively Low","Relatively Low","Relatively Low","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60666","36081050600","Very Low","Relatively Low","Relatively Low","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60667","36081051000","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60668","36081051100","Relatively Low","Relatively Moderate","Relatively Low","Very Low","Relatively Moderate","Very Low","No Rating","No Rating"
"60669","36061006200","Very High","Relatively Moderate","Relatively Low","Very High","Relatively High","Relatively Low","Relatively Moderate","No Rating"
"60670","36061006400","Very High","Relatively Moderate","Relatively Low","Relatively Moderate","Relatively High","Relatively Low","No Rating","No Rating"
"60671","36061006600","Very High","Relatively Moderate","Relatively Low","Relatively Moderate","Relatively High","Relatively Low","No Rating","No Rating"
"60672","36061006700","Relatively High","Relatively Low","Relatively Low","Relatively Moderate","Relatively High","Relatively Low","No Rating","No Rating"
"60673","36061007000","Very High","Relatively Low","Relatively Low","Relatively Moderate","Relatively High","Relatively Low","Very Low","No Rating"
"60674","36061007700","Relatively Moderate","Very Low","Relatively Low","Relatively Moderate","Relatively Moderate","Very Low","No Rating","No Rating"
"60675","36061007800","Very High","Relatively Low","Relatively Low","Relatively Moderate","Relatively High","Relatively Low","Very Low","No Rating"
"60676","36061008601","Relatively Moderate","Very Low","Relatively Low","Relatively Moderate","Relatively Moderate","Very Low","Relatively Low","No Rating"
"60677","36061010300","Relatively High","Relatively Low","Relatively Low","Relatively Low","Relatively Moderate","Very Low","No Rating","No Rating"
"60678","36061010400","Very High","Relatively Low","Relatively Low","No Rating","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60679","36061011800","Very High","Relatively Low","Relatively Low","No Rating","Relatively High","Relatively Low","No Rating","No Rating"
"60680","36061013100","Very High","Relatively Moderate","Relatively Low","No Rating","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60681","36061013300","Relatively High","Relatively Low","Relatively Low","No Rating","Relatively High","Relatively Low","No Rating","No Rating"
"60682","36071011801","Very Low","Relatively Low","Very High","Very Low","Relatively Moderate","Very Low","Relatively Low","Relatively Low"
"60683","36071011802","Very Low","Very Low","Very High","Very Low","Relatively Low","Very Low","Relatively Low","Relatively Low"
"60684","36055012306","Very Low","Very Low","Very High","No Rating","Relatively Low","Very Low","Relatively Low","Very Low"
"60685","36055012402","Very Low","Very Low","Very High","No Rating","Relatively Low","Very Low","Relatively Low","Very Low"
"60686","51165010700","Very Low","Relatively Low","Relatively Moderate","Not Applicable","Relatively Low","Relatively Low","Relatively Moderate","Relatively Moderate"
"60687","36055012700","Relatively Low","Relatively Low","Very High","No Rating","Relatively Low","Very Low","Very Low","No Rating"
"60688","36055013104","Very Low","Relatively Low","Very High","No Rating","Relatively Moderate","Relatively Low","Relatively Moderate","No Rating"
"60689","36055013402","Very Low","Relatively Low","Very High","No Rating","Relatively Low","Very Low","Relatively Moderate","Very Low"
"60690","36071011102","Relatively Low","Relatively Low","Very High","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60691","36071011300","Relatively Low","Relatively Moderate","Very High","Very Low","Relatively Moderate","Very Low","Relatively Low","Very Low"
"60692","36071012300","Very Low","Very Low","Very High","Very Low","Relatively Moderate","Very Low","Relatively Low","Relatively Low"
"60693","36071012601","Very Low","Relatively Low","Very High","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60694","36071013700","Relatively Low","Relatively Moderate","Very High","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60695","36071013202","Very Low","Relatively Low","Very High","Very Low","Relatively Low","Very Low","Relatively Moderate","Relatively Low"
"60696","36061015001","Relatively Moderate","Relatively Low","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60697","36081051200","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60698","36081051500","Relatively Low","Relatively Moderate","Relatively Low","Relatively Low","Relatively Moderate","Very Low","No Rating","No Rating"
"60699","36081051800","Very Low","Relatively Low","Relatively Low","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60700","36081052500","Relatively Low","Relatively Moderate","Relatively Low","Very Low","Relatively Low","Very Low","No Rating","No Rating"
"60701","36081055600","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60702","36081055800","Relatively Low","Relatively Low","Relatively Low","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60703","36081056200","Very Low","Relatively Moderate","Relatively Low","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60704","36081056400","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60705","36081056600","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60706","36081057700","Relatively Moderate","Relatively Moderate","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60707","36081058100","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60708","36081059100","Relatively Moderate","Relatively Moderate","Relatively Low","No Rating","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60709","36081059300","Relatively Moderate","Relatively High","Relatively Low","No Rating","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60710","36061013500","Very High","Relatively Moderate","Relatively Low","Relatively Moderate","Relatively High","Relatively Low","Relatively Low","No Rating"
"60711","36061013600","Very High","Relatively Low","Relatively Low","Relatively Low","Very High","Relatively Low","Relatively Low","No Rating"
"60712","36061014500","Relatively High","Very Low","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60713","36061015002","Relatively High","Relatively Low","Relatively Low","No Rating","Relatively High","Very Low","No Rating","No Rating"
"60714","36061015100","Very High","Relatively Moderate","Relatively Low","Relatively Moderate","Relatively High","Relatively Low","Relatively Low","No Rating"
"60715","36061015200","Very High","Relatively High","Relatively Low","Relatively Moderate","Relatively High","Relatively Low","Relatively Moderate","No Rating"
"60716","36061016001","Relatively Moderate","Very Low","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60717","36061017300","Very High","Relatively Low","Relatively Low","No Rating","Relatively High","Relatively Low","No Rating","No Rating"
"60718","36061018400","Very High","Relatively High","Relatively Low","Relatively Moderate","Very High","Relatively Low","No Rating","No Rating"
"60719","36061018500","Relatively High","Relatively Moderate","Relatively Low","No Rating","Relatively High","Relatively Low","No Rating","No Rating"
"60720","36061018700","Relatively High","Relatively Low","Relatively Low","Very Low","Relatively High","Relatively Low","No Rating","No Rating"
"60721","36061018800","Very High","Relatively High","Relatively Low","Relatively Moderate","Relatively High","Relatively Low","Relatively Moderate","No Rating"
"60722","36055013505","Relatively Low","Relatively Moderate","Very High","No Rating","Relatively Moderate","Very Low","Relatively Low","No Rating"
"60723","36075021000","Very Low","Relatively Low","Very High","Very Low","Relatively Low","Very Low","Relatively Low","Very Low"
"60724","51107610300","Very Low","Very Low","Relatively Moderate","Not Applicable","Relatively Low","Very Low","Relatively Low","Relatively Low"
"60725","36055013603","Very Low","Relatively Moderate","Very High","No Rating","Relatively Moderate","Very Low","Relatively Low","No Rating"
"60726","36055013702","Relatively Low","Relatively Moderate","Very High","No Rating","Relatively Moderate","Very Low","Relatively Low","No Rating"
"60727","36055014104","Very Low","Relatively High","Very High","No Rating","Relatively Moderate","Very Low","Relatively Low","Very Low"
"60728","36071015005","Relatively Moderate","Relatively Moderate","Very High","Very Low","Relatively Moderate","Very Low","Relatively Low","Very Low"
"60729","36071015100","Relatively Moderate","Relatively High","Very High","Very Low","Relatively Moderate","Very Low","Relatively Moderate","No Rating"
"60730","36071015200","Very Low","Very Low","Very High","No Rating","Relatively Moderate","Very Low","Relatively Low","Relatively Low"
"60731","36073040400","Very Low","Relatively Moderate","Relatively High","No Rating","Relatively Low","Very Low","Relatively Low","No Rating"
"60732","36073040700","Very Low","Relatively Moderate","Relatively High","No Rating","Relatively Low","Very Low","Relatively Low","Very Low"
"60733","36075020302","Very Low","Relatively Moderate","Very High","Very Low","Relatively Low","Very Low","Relatively Low","Very Low"
"60734","36075020703","Very Low","Relatively Low","Very High","No Rating","Relatively Low","Very Low","Relatively Low","Very Low"
"60735","36081059900","Relatively Low","Relatively High","Relatively Low","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60736","36081060100","Relatively Low","Relatively Low","Relatively Low","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60737","36081060701","Very Low","Very High","Relatively Low","No Rating","Very Low","Very Low","No Rating","No Rating"
"60738","36081060800","Very Low","Relatively Low","Relatively Low","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60739","36081061000","Very Low","Relatively Low","Relatively Low","Very Low","Relatively Low","Very Low","No Rating","No Rating"
"60740","36081061200","Very Low","Very Low","Relatively Low","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60741","36081061900","Relatively Low","Relatively Low","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60742","36081062400","Insufficient Data","Data Unavailable","Relatively Low","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data"
